NAME,DETAILS,TAXONOMY,LATITUDE_MEAN,LONGITUDE_MEAN,LATITUDE,LONGITUDE,PROVINCE,COUNTRY,COLLECTION,Genus,Rank,Infraspecific,Species,Taxon
CN 42552,PGR 15737,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 42937,NWC 16-8-81-9,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 43893,AL-50/84,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 43894,AL-127/85,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 43895,AL-211/85,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 33373,B144-1,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 33374,Ottawa 1,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 33375,Ottawa 2,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 33378,Symko Hybrid A,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 36241,CPI 14805,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28596,CHC 3318,Hordeum bogdanii Wilensky,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bogdanii,Hordeum bogdanii  
CN 28597,CHC 3341,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28598,CHC 3342,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28599,CHC 3343,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28600,CHC 3344,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28601,CHC 3345,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28602,CHC 3346,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28603,CHC 3347,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28604,CHC 3348,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28623,CHC 3367,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28629,CHC 3404,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 28630,CHC 3405,Hordeum brevisubulatum (Trin.) Link,,,,,NA,NA,PGRC,Hordeum,,,Hordeum brevisubulatum,Hordeum brevisubulatum  
CN 28631,'TUR',Hordeum brevisubulatum (Trin.) Link,,,,,NA,NA,PGRC,Hordeum,,,Hordeum brevisubulatum,Hordeum brevisubulatum  
CN 28593,CHC 3123,Hordeum bulbosum L.,,,,,Peloponnese,Greece,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28594,CHC 3128,Hordeum bulbosum L.,,,,,Peloponnese,Greece,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28647,CHC 3423,Hordeum brachyantherum Nevski,,,,,California,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 28651,CHC 3427,Hordeum arizonicum Covas,,,,,Arizona,United States,PGRC,Hordeum,,,Hordeum arizonicum,Hordeum arizonicum  
CN 28652,CHC 3428,Hordeum arizonicum Covas,,,,,Arizona,United States,PGRC,Hordeum,,,Hordeum arizonicum,Hordeum arizonicum  
CN 28653,CHC 3429,Hordeum arizonicum Covas,,,,,Arizona,United States,PGRC,Hordeum,,,Hordeum arizonicum,Hordeum arizonicum  
CN 28656,CHC 3432,Hordeum arizonicum Covas,,,,,Arizona,United States,PGRC,Hordeum,,,Hordeum arizonicum,Hordeum arizonicum  
CN 28658,CHC 3434,Hordeum arizonicum Covas,,,,,Arizona,United States,PGRC,Hordeum,,,Hordeum arizonicum,Hordeum arizonicum  
CN 28661,CHC 3439,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28662,CHC 3441,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28663,CHC 3442,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28664,CHC 3443,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28665,CHC 3444,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28667,CHC 3446,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28668,CHC 3448,Hordeum brachyantherum Nevski,,,,,California,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 28669,CHC 3449,Hordeum brachyantherum Nevski,,,,,California,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 28671,CHC 3451,Hordeum brachyantherum Nevski,,,,,California,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 28672,CHC 3452,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28673,CHC 3453,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28674,CHC 3455,Hordeum brachyantherum Nevski,,,,,California,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 28675,CHC 3456,Hordeum brachyantherum Nevski,,,,,California,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 28676,CHC 3457,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28677,CHC 3458,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28678,CHC 3459,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28679,CHC 3460,Hordeum brachyantherum Nevski,,,,,California,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 28680,CHC 3461,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28695,CHC 3481,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,,,,,California,United States,PGRC,Hordeum,subsp.,californicum,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum
CN 28592,CHC 2939,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,Van,Turkey,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 32779,PGR 4343,Hordeum arizonicum Covas,,,,,Arizona,United States,PGRC,Hordeum,,,Hordeum arizonicum,Hordeum arizonicum  
CN 32478,PGR 3960,Hordeum bogdanii Wilensky,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bogdanii,Hordeum bogdanii  
CN 27082,CHC 877,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27086,CHC 884,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27089,CHC 890,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27090,CHC 891,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27091,CHC 892,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27093,CHC 894,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27094,CHC 895,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27097,CHC 898,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27098,CHC 899,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27099,CHC 900,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27101,CHC 902,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27102,CHC 903,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27103,CHC 904,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 27104,CHC 905,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 27105,CHC 906,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 27106,CHC 907,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27107,CHC 908,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 27108,CHC 910,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27109,CHC 911,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27110,CHC 912,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27111,CHC 913,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 27113,CHC 916,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 27114,CHC 917,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 27115,CHC 918,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27131,CHC 941,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27136,CHC 950,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27137,CHC 951,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27138,CHC 957,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27139,CHC 958,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27149,CHC 971,Hordeum brevisubulatum (Trin.) Link subsp. violaceum (Boiss. & Hohen.) Tzvelev,,,,,NA,NA,PGRC,Hordeum,subsp.,violaceum,Hordeum brevisubulatum,Hordeum brevisubulatum subsp. violaceum
CN 27304,CHC 1208,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27305,CHC 1209,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27306,CHC-1210,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27307,CHC 1211,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27308,CHC 1212,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27309,CHC 1213,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27310,CHC 1214,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27311,CHC 1215,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27312,CHC 1216,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27313,CHC 1217,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27314,CHC 1218,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27315,CHC 1220,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27316,CHC 1221,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27319,CHC 1226,Hordeum bulbosum L.,,,,,Mu?la,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27320,CHC 1227,Hordeum bulbosum L.,,,,,Antalya,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27322,CHC 1230,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27325,CHC 1236,Hordeum bulbosum L.,,,,,Diyarbak?r,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27326,CHC 1238,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27327,CHC 1239,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27332,CHC 1245,Hordeum bulbosum L.,,,,,Icel,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27334,CHC 1247,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27335,CHC 1248,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27336,CHC 1251,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26497,CHC 1,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26500,CHC 7,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26501,CHC 8,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26502,CHC 9,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26503,CHC 10,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26504,CHC 11,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26505,CHC 12,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26506,CHC 13,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26507,CHC 14,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26508,CHC 15,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26513,CHC 20,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26514,CHC 21,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26515,CHC 22,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26516,CHC 23,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26517,CHC 24,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26518,CHC 25,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26519,CHC 26,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26521,CHC 28,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26522,CHC 29,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26528,CHC 38,Hordeum bulbosum L.,,,,,?zmir,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26708,CHC 351,Hordeum bulbosum L.,,,,,Hatay,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26709,CHC 352,Hordeum bulbosum L.,,,,,Hatay,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26711,CHC 354,Hordeum bulbosum L.,,,,,Hatay,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26713,CHC 356,Hordeum bulbosum L.,,,,,Hatay,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26714,CHC 357,Hordeum bulbosum L.,,,,,Hatay,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26716,CHC 359,Hordeum bulbosum L.,,,,,Hatay,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26719,CHC 363,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26721,CHC 368,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26726,CHC 380,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26728,CHC 383,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26731,CHC 389,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26732,CHC 390,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26734,CHC 394,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26735,CHC 395,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26740,CHC 400,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26743,CHC 403,Hordeum bulbosum L.,,,,,Maras,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26746,CHC 409,Hordeum bulbosum L.,,,,,Ad?yaman,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26747,CHC 410,Hordeum bulbosum L.,,,,,Maras,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26752,CHC 418,Hordeum bulbosum L.,,,,,Maras,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26754,CHC 421,Hordeum bulbosum L.,,,,,Maras,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26755,CHC 422,Hordeum bulbosum L.,,,,,Maras,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26759,CHC 426,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26760,CHC 429,Hordeum bulbosum L.,,,,,Gaziantep,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26763,CHC 436,Hordeum bulbosum L.,,,,,Ad?yaman,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26764,CHC 438,Hordeum bulbosum L.,,,,,Ad?yaman,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26766,CHC 440,Hordeum bulbosum L.,,,,,Ad?yaman,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26767,CHC 441,Hordeum bulbosum L.,,,,,Urfa,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26768,CHC 442,Hordeum bulbosum L.,,,,,Urfa,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27338,CHC 1289,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27345,CHC 1296,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27347,CHC 1298,Hordeum bulbosum L.,,,,,NA,NA,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 28488,CHC 2665,Hordeum bulbosum L.,,,,,Tokat,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26771,CHC 445,Hordeum bulbosum L.,,,,,Urfa,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26772,CHC 447,Hordeum bulbosum L.,,,,,Urfa,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26777,CHC 458,Hordeum bulbosum L.,,,,,Urfa,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 26778,CHC 459,Hordeum bulbosum L.,,,,,Urfa,Turkey,PGRC,Hordeum,,,Hordeum bulbosum,Hordeum bulbosum  
CN 27897,CHC 1952,Hordeum brachyantherum Nevski,,,,,Utah,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27898,CHC 1953,Hordeum brachyantherum Nevski,,,,,Utah,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27902,CHC 1958,Hordeum brachyantherum Nevski,,,,,Utah,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27903,CHC 1959,Hordeum brachyantherum Nevski,,,,,Utah,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27904,CHC 1960,Hordeum brachyantherum Nevski,,,,,Utah,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27905,CHC 1961,Hordeum brachyantherum Nevski,,,,,Utah,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27908,CHC 1965,Hordeum brachyantherum Nevski,,,,,Nevada,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27909,CHC 1966,Hordeum brachyantherum Nevski,,,,,Nevada,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27910,CHC 1970,Hordeum brachyantherum Nevski,,,,,Nevada,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
CN 27911,CHC 1971,Hordeum brachyantherum Nevski,,,,,Nevada,United States,PGRC,Hordeum,,,Hordeum brachyantherum,Hordeum brachyantherum  
