TAXON,GENUS,SPECIES,RANK,verbatimScientificName,INFRASPECIFIC,PROVINCE
Sorbus sitchensis var. sitchensis,Sorbus,Sorbus sitchensis,var.,Sorbus sitchensis var. sitchensis M. Roem,sitchensis,Newfoundland and Labrador
Rumex occidentalis,Rumex,Rumex occidentalis,,Rumex occidentalis S. Watson,,Nova Scotia
Tilia americana,Tilia,Tilia americana,,Tilia americana L.,,Saskatchewan
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,Symphoricarpos albus var. laevigatus,laevigatus,Saskatchewan
Symphoricarpos albus var. albus,Symphoricarpos,Symphoricarpos albus,var.,Symphoricarpos albus var. albus (L.) S.F. Blake,albus,Quebec
Symphoricarpos albus var. laevigatus,Symphoricarpos,Symphoricarpos albus,var.,Symphoricarpos albus var. laevigatus (Fernald) S.F. Blake,laevigatus,New Brunswick
Taxus brevifolia,Taxus,Taxus brevifolia,,Taxus brevifolia Nutt.,,Ontario
Taxus brevifolia,Taxus,Taxus brevifolia,,Taxus brevifolia Nutt.,,New Brunswick
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,British Columbia
Vaccinium ovatum,Vaccinium,Vaccinium ovatum,,Vaccinium ovatum,,British Columbia
Vaccinium parvifolium,Vaccinium,Vaccinium parvifolium,,Vaccinium parvifolium,,British Columbia
Vitis riparia,Vitis,Vitis riparia,,Vitis riparia,,Ontario
Glycyrrhiza lepidota,Glycyrrhiza,Glycyrrhiza lepidota,,Glycyrrhiza lepidota,,Saskatchewan
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Ontario
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,Vaccinium ovalifolium,,British Columbia
Viburnum acerifolium,Viburnum,Viburnum acerifolium,,Viburnum acerifolium,,Ontario
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,Vaccinium ovalifolium,,Ontario
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,British Columbia
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Ontario
Viburnum lantanoides,Viburnum,Viburnum lantanoides,,Viburnum lantanoides,,Nova Scotia
Viburnum lantana,Viburnum,Viburnum lantana,,Viburnum lantana,,Ontario
Vaccinium membranaceum,Vaccinium,Vaccinium membranaceum,,Vaccinium membranaceum,,British Columbia
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,British Columbia
Viburnum lentago,Viburnum,Viburnum lentago,,Viburnum lentago,,Ontario
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,Ontario
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,British Columbia
Glycyrrhiza lepidota,Glycyrrhiza,Glycyrrhiza lepidota,,Glycyrrhiza lepidota,,Manitoba
Viburnum lantanoides,Viburnum,Viburnum lantanoides,,Viburnum lantanoides,,Ontario
Viburnum lentago,Viburnum,Viburnum lentago,,Viburnum lentago,,Quebec
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Quebec
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,Quebec
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Quebec
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Newfoundland and Labrador
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Yukon
Vaccinium scoparium,Vaccinium,Vaccinium scoparium,,Vaccinium scoparium,,British Columbia
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Ontario
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Nova Scotia
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Saskatchewan
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Manitoba
Viburnum rafinesqueanum,Viburnum,Viburnum rafinesqueanum,,Viburnum rafinesqueanum,,Ontario
Vitis riparia,Vitis,Vitis riparia,,Vitis riparia,,New Brunswick
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Nova Scotia
Vicia americana,Vicia,Vicia americana,,Vicia americana,,Alberta
Viburnum lantanoides,Viburnum,Viburnum lantanoides,,Viburnum lantanoides,,New Brunswick
Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,,Vaccinium corymbosum,,Nova Scotia
Viburnum lantanoides,Viburnum,Viburnum lantanoides,,Viburnum lantanoides,,Prince Edward Island
Vitis riparia,Vitis,Vitis riparia,,Vitis riparia,,Manitoba
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Saskatchewan
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Alberta
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Nova Scotia
Viburnum rafinesqueanum,Viburnum,Viburnum rafinesqueanum,,Viburnum rafinesqueanum,,Manitoba
Vicia americana,Vicia,Vicia americana,,Vicia americana,,British Columbia
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,New Brunswick
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Alberta
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,New Brunswick
Yucca glauca,Yucca,Yucca glauca,,Yucca glauca,,Alberta
Viburnum dentatum,Viburnum,Viburnum dentatum,,Viburnum dentatum,,Ontario
Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,,Vaccinium corymbosum,,Ontario
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Nova Scotia
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,Manitoba
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Saskatchewan
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,Nova Scotia
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Manitoba
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,New Brunswick
Vitis riparia,Vitis,Vitis riparia,,Vitis riparia,,Quebec
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Saskatchewan
Viburnum lantanoides,Viburnum,Viburnum lantanoides,,Viburnum lantanoides,,Quebec
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Quebec
Viburnum lantana,Viburnum,Viburnum lantana,,Viburnum lantana,,Alberta
Glycyrrhiza lepidota,Glycyrrhiza,Glycyrrhiza lepidota,,Glycyrrhiza lepidota,,Alberta
Viburnum rafinesqueanum,Viburnum,Viburnum rafinesqueanum,,Viburnum rafinesqueanum,,Quebec
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Northwest Territories
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,Alberta
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Prince Edward Island
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,Ontario
Vaccinium membranaceum,Vaccinium,Vaccinium membranaceum,,Vaccinium membranaceum,,Alberta
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Nunavut
Glycyrrhiza lepidota,Glycyrrhiza,Glycyrrhiza lepidota,,Glycyrrhiza lepidota,,British Columbia
Vaccinium scoparium,Vaccinium,Vaccinium scoparium,,Vaccinium scoparium,,Alberta
Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,Viburnum opulus opulus,opulus,Ontario
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,Quebec
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Alberta
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Yukon
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Prince Edward Island
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,British Columbia
Zizania palustris,Zizania,Zizania palustris,,Zizania palustris,,Ontario
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Yukon
Viburnum acerifolium,Viburnum,Viburnum acerifolium,,Viburnum acerifolium,,Quebec
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Nunavut
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,British Columbia
Zizania palustris,Zizania,Zizania palustris,,Zizania palustris,,Quebec
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,Prince Edward Island
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,Newfoundland and Labrador
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Newfoundland and Labrador
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,Alberta
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Ontario
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Quebec
Vicia americana,Vicia,Vicia americana,,Vicia americana,,Ontario
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Newfoundland and Labrador
Zizania aquatica,Zizania,Zizania aquatica,,Zizania aquatica,,Ontario
Vitis aestivalis,Vitis,Vitis aestivalis,,Vitis aestivalis,,Ontario
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,British Columbia
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Vaccinium microcarpum,,Yukon
Vicia americana,Vicia,Vicia americana,,Vicia americana,,Saskatchewan
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,Saskatchewan
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,Manitoba
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Quebec
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,British Columbia
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Nova Scotia
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,Alberta
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Newfoundland and Labrador
Zizania aquatica,Zizania,Zizania aquatica,,Zizania aquatica,,Quebec
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Manitoba
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Ontario
Viburnum lantana,Viburnum,Viburnum lantana,,Viburnum lantana,,Quebec
Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,Viburnum opulus opulus,opulus,Quebec
Vaccinium myrtillus,Vaccinium,Vaccinium myrtillus,,Vaccinium myrtillus,,British Columbia
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,Ontario
Vaccinium myrtilloides,Vaccinium,Vaccinium myrtilloides,,Vaccinium myrtilloides,,Newfoundland and Labrador
Viburnum lentago,Viburnum,Viburnum lentago,,Viburnum lentago,,Manitoba
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Manitoba
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Manitoba
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,New Brunswick
Viburnum lantana,Viburnum,Viburnum lantana,,Viburnum lantana,,New Brunswick
Vaccinium vitis-idaea,Vaccinium,Vaccinium vitis-idaea,,Vaccinium vitis-idaea,,Prince Edward Island
Vaccinium deliciosum,Vaccinium,Vaccinium deliciosum,,Vaccinium deliciosum,,British Columbia
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,New Brunswick
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,Manitoba
Zizania palustris,Zizania,Zizania palustris,,Zizania palustris,,British Columbia
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Northwest Territories
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,Northwest Territories
Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,Viburnum opulus opulus,opulus,Nova Scotia
Viburnum lantana,Viburnum,Viburnum lantana,,Viburnum lantana,,Nova Scotia
Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,,Vaccinium corymbosum,,Quebec
Vaccinium pallidum,Vaccinium,Vaccinium pallidum,,Vaccinium pallidum,,Ontario
Viburnum dentatum,Viburnum,Viburnum dentatum,,Viburnum dentatum,,Quebec
Vitis aestivalis,Vitis,Vitis aestivalis,,Vitis aestivalis,,Quebec
Glycyrrhiza lepidota,Glycyrrhiza,Glycyrrhiza lepidota,,Glycyrrhiza lepidota,,Ontario
Vicia americana,Vicia,Vicia americana,,Vicia americana,,Manitoba
Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,Viburnum opulus opulus,opulus,New Brunswick
Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,,Vaccinium corymbosum,,British Columbia
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Alberta
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,Vaccinium ovalifolium,,Quebec
Vicia americana,Vicia,Vicia americana,,Vicia americana,,Northwest Territories
Vicia americana,Vicia,Vicia americana,,Vicia americana,,Yukon
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Newfoundland and Labrador
Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,Viburnum opulus opulus,opulus,British Columbia
Vaccinium boreale,Vaccinium,Vaccinium boreale,,Vaccinium boreale,,Nova Scotia
Viburnum dentatum,Viburnum,Viburnum dentatum,,Viburnum dentatum,,Nova Scotia
Vaccinium boreale,Vaccinium,Vaccinium boreale,,Vaccinium boreale,,Newfoundland and Labrador
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,Prince Edward Island
Zizania aquatica,Zizania,Zizania aquatica,,Zizania aquatica,,Nova Scotia
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,Nova Scotia
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,Vaccinium ovalifolium,,Newfoundland and Labrador
Vaccinium myrtillus,Vaccinium,Vaccinium myrtillus,,Vaccinium myrtillus,,Alberta
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,Quebec
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,Newfoundland and Labrador
Viburnum opulus var. americanum,Viburnum,Viburnum opulus,var.,Viburnum opulus americanum,americanum,Saskatchewan
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Vaccinium microcarpum,,Northwest Territories
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Vaccinium microcarpum,,British Columbia
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Vaccinium microcarpum,,Alberta
Vaccinium corymbosum,Vaccinium,Vaccinium corymbosum,,Vaccinium corymbosum L.,,New Brunswick
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,Saskatchewan
Vaccinium stamineum,Vaccinium,Vaccinium stamineum,,Vaccinium stamineum,,Ontario
Zizania aquatica,Zizania,Zizania aquatica,,Zizania aquatica,,British Columbia
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,New Brunswick
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,Yukon
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccus,,Yukon
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Alberta
Vitis riparia,Vitis,Vitis riparia,,Vitis riparia,,Nova Scotia
Vicia americana subsp. minor,Vicia,Vicia americana,subsp.,Vicia americana minor,minor,Saskatchewan
Viburnum edule,Viburnum,Viburnum edule,,Viburnum edule,,New Brunswick
Viburnum lantana,Viburnum,Viburnum lantana,,Viburnum lantana,,Newfoundland and Labrador
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Northwest Territories
Zizania palustris,Zizania,Zizania palustris,,Zizania palustris,,Manitoba
Vaccinium myrtillus,Vaccinium,Vaccinium myrtillus,,Vaccinium myrtillus,,Nova Scotia
Vaccinium myrtillus,Vaccinium,Vaccinium myrtillus,,Vaccinium myrtillus,,Prince Edward Island
Vaccinium myrtillus,Vaccinium,Vaccinium myrtillus,,Vaccinium myrtillus,,Quebec
Zizania aquatica,Zizania,Zizania aquatica,,Zizania aquatica,,Manitoba
Viburnum opulus,Viburnum,Viburnum opulus,,Viburnum opulus,,Yukon
Vaccinium oxycoccos,Vaccinium,Vaccinium oxycoccos,,Vaccinium oxycoccos,,Nunavut
Vicia nigricans,Vicia,Vicia nigricans,,Vicia gigantea Hook.,,British Columbia
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Oxycoccus microcarpus Turcz. ex Rupr.,,Saskatchewan
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,Zizania palustris L. var. palustris,palustris,Ontario
Zizania aquatica var. brevis,Zizania,Zizania aquatica,var.,Zizania aquatica var. brevis,brevis,Quebec
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Oxycoccus microcarpus Turcz.  ex Rupr.,,Quebec
Viburnum lantana,Viburnum,Viburnum lantana,,Viburnum lantana,,Prince Edward Island
Vicia nigricans var. gigantea,Vicia,Vicia nigricans,var.,Vicia nigricans Hook. & Arn. var. gigantea (Hook.) Broich,gigantea,British Columbia
Vicia americana var. americana,Vicia,Vicia americana,var.,Vicia americana Muhl. ex Willd. var. americana,americana,British Columbia
Vicia americana var. americana,Vicia,Vicia americana,var.,Vicia americana Muhl. ex Willd. var. americana,americana,Ontario
Zizania aquatica var. brevis,Zizania,Zizania aquatica,var.,Zizania aquatica var. brevis,brevis,Newfoundland and Labrador
Zizania aquatica var. aquatica,Zizania,Zizania aquatica,var.,Zizania aquatica aquatica,aquatica,Quebec
Vaccinium cespitosum,Vaccinium,Vaccinium cespitosum,,Vaccinium cespitosum,,Nova Scotia
Viburnum lentago,Viburnum,Viburnum lentago,,Viburnum lentago,,New Brunswick
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,Zizania palustris var. palustris L.,palustris,Nova Scotia
Zizania aquatica,Zizania,Zizania aquatica,,Zizania aquatica L.,,Prince Edward Island
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,New Brunswick
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,Vaccinium ovalifolium,,Yukon
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Vaccinium microcarpum,,Ontario
Zizania aquatica,Zizania,Zizania aquatica,,Zizania aquatica,,Saskatchewan
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum,,Saskatchewan
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Vaccinium microcarpum,,Nunavut
Vaccinium microcarpum,Vaccinium,Vaccinium microcarpum,,Vaccinium microcarpum,,Manitoba
Zizania aquatica var. aquatica,Zizania,Zizania aquatica,var.,Zizania aquatica var. aquatica,aquatica,Ontario
Vicia americana var. americana,Vicia,Vicia americana,var.,Vicia americana var. americana,americana,Manitoba
Vicia americana var. americana,Vicia,Vicia americana,var.,Vicia americana var. americana,americana,Alberta
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,Vaccinium ovalifolium,,Nova Scotia
Vaccinium membranaceum,Vaccinium,Vaccinium membranaceum,,Vaccinium membranaceum Dougl. ex Hook.,,Yukon
Vicia americana var. americana,Vicia,Vicia americana,var.,Vicia americana Muhl. ex Willd. var. americana,americana,Saskatchewan
Vaccinium boreale,Vaccinium,Vaccinium boreale,,Vaccinium boreale Hall & Aalders,,Quebec
Viburnum opulus var. opulus,Viburnum,Viburnum opulus,var.,Viburnum opulus L. var. opulus,opulus,Alberta
Zizania aquatica,Zizania,Zizania aquatica,,Zizania aquatica L.,,Alberta
Vaccinium ovalifolium,Vaccinium,Vaccinium ovalifolium,,Vaccinium ovalifolium Sm.,,Alberta
Vicia americana var. americana,Vicia,Vicia americana,var.,Vicia americana Muhl. ex Willd. var. americana,americana,Northwest Territories
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,Zizania palustris L. var. palustris,palustris,Alberta
Viburnum lentago,Viburnum,Viburnum lentago,,Viburnum lentago L.,,Saskatchewan
Viburnum dentatum,Viburnum,Viburnum dentatum,,Viburnum dentatum Linnaeus,,New Brunswick
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,Zizania palustris Linnaeus var. palustris,palustris,Quebec
Vaccinium uliginosum,Vaccinium,Vaccinium uliginosum,,Vaccinium uliginosum L.,,Prince Edward Island
Vaccinium boreale,Vaccinium,Vaccinium boreale,,Vaccinium boreale Hall & Aalders,,New Brunswick
Zizania aquatica var. aquatica,Zizania,Zizania aquatica,var.,Zizania aquatica var. aquatica L.,aquatica,Nova Scotia
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,Zizania palustris var. palustris L.,palustris,New Brunswick
Zizania palustris var. palustris,Zizania,Zizania palustris,var.,Zizania palustris var. palustris L.,palustris,Prince Edward Island
Vaccinium boreale,Vaccinium,Vaccinium boreale,,Vaccinium boreale Hall & Aalders,,Prince Edward Island
Calamagrostis purpurea,Calamagrostis,Calamagrostis purpurea,,Calamagrostis purpurea (Trin.) Trin.,,Yukon
Calamagrostis purpurea,Calamagrostis,Calamagrostis purpurea,,Calamagrostis purpurea (Trin.) Trin.,,British Columbia
