"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFIC","PROVINCE"
"935","Elymus glaucus","Elymus","Elymus glaucus","","","Yukon"
"936","Elymus albicans","Elymus","Elymus albicans","","","Alberta"
"937","Elymus canadensis","Elymus","Elymus canadensis","","","New Brunswick"
"938","Chenopodiastrum simplex","Chenopodiastrum","Chenopodiastrum simplex","","","Ontario"
"939","Panicum depauperatum","Panicum","Panicum depauperatum","","","Quebec"
"940","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Nova Scotia"
"941","Panicum linearifolium","Panicum","Panicum linearifolium","","","Quebec"
"942","Elymus elymoides","Elymus","Elymus elymoides","","","Alberta"
"943","Cornus unalaschkensis","Cornus","Cornus unalaschkensis","","","Alberta"
"944","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Newfoundland and Labrador"
"945","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Quebec"
"946","Elymus lanceolatus subsp. lanceolatus","Elymus","Elymus lanceolatus","subsp.","lanceolatus","Alberta"
"947","Panicum boreale","Panicum","Panicum boreale","","","Nova Scotia"
"948","Elymus canadensis","Elymus","Elymus canadensis","","","Nova Scotia"
"949","Crataegus macracantha","Crataegus","Crataegus macracantha","","","New Brunswick"
"950","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Northwest Territories"
"951","Dasiphora fruticosa","Dasiphora","Dasiphora fruticosa","","","Nunavut"
"952","Cornus amomum","Cornus","Cornus amomum","","","New Brunswick"
"953","Chenopodium berlandieri var. zschackei","Chenopodium","Chenopodium berlandieri","var.","zschackei","Manitoba"
"954","Chamaenerion angustifolium","Chamaenerion","Chamaenerion angustifolium","","","Nunavut"
"955","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Ontario"
"956","Claytonia caroliniana","Claytonia","Claytonia caroliniana","","","British Columbia"
"957","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Yukon"
"958","Claytonia megarhiza","Claytonia","Claytonia megarhiza","","","British Columbia"
"959","Panicum depauperatum","Panicum","Panicum depauperatum","","","New Brunswick"
"960","Panicum leibergii","Panicum","Panicum leibergii","","","Ontario"
"961","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Northwest Territories"
"962","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Nova Scotia"
"963","Drymocallis glandulosa var. glandulosa","Drymocallis","Drymocallis glandulosa","var.","glandulosa","British Columbia"
"964","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","Alberta"
"965","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Alberta"
"966","Empetrum nigrum subsp. nigrum","Empetrum","Empetrum nigrum","subsp.","nigrum","Ontario"
"967","Elymus alaskanus subsp. alaskanus","Elymus","Elymus alaskanus","subsp.","alaskanus","Nunavut"
"968","Elymus violaceus","Elymus","Elymus violaceus","","","Nunavut"
"969","Panicum boreale","Panicum","Panicum boreale","","","New Brunswick"
"970","Coleataenia longifolia subsp. longifolia","Coleataenia","Coleataenia longifolia","subsp.","longifolia","Nova Scotia"
"971","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Northwest Territories"
"972","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Manitoba"
"973","Elymus hystrix","Elymus","Elymus hystrix","","","New Brunswick"
"974","Conioselinum gmelinii","Conioselinum","Conioselinum gmelinii","","","British Columbia"
"975","Chenopodium hians","Chenopodium","Chenopodium hians","","","British Columbia"
"976","Elymus alaskanus subsp. alaskanus","Elymus","Elymus alaskanus","subsp.","alaskanus","British Columbia"
"977","Elymus canadensis var. canadensis","Elymus","Elymus canadensis","var.","canadensis","British Columbia"
"978","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","British Columbia"
"979","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","British Columbia"
"980","Elymus elymoides subsp. californicus","Elymus","Elymus elymoides","subsp.","californicus","British Columbia"
"981","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","British Columbia"
"982","Elymus glaucus","Elymus","Elymus glaucus","","","Alberta"
"983","Chenopodium fremontii","Chenopodium","Chenopodium fremontii","","","British Columbia"
"984","Elymus glaucus","Elymus","Elymus glaucus","","","Northwest Territories"
"985","Elymus lanceolatus","Elymus","Elymus lanceolatus","","","Yukon"
"986","Elymus sibiricus","Elymus","Elymus sibiricus","","","Alberta"
"987","Elymus sibiricus","Elymus","Elymus sibiricus","","","British Columbia"
"988","Elymus macrourus","Elymus","Elymus macrourus","","","Yukon"
"989","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Saskatchewan"
"990","Elymus alaskanus subsp. alaskanus","Elymus","Elymus alaskanus","subsp.","alaskanus","Yukon"
"991","Elymus alaskanus","Elymus","Elymus alaskanus","","","Yukon"
"992","Elymus albicans","Elymus","Elymus albicans","","","British Columbia"
"993","Empetrum nigrum subsp. nigrum","Empetrum","Empetrum nigrum","subsp.","nigrum","Quebec"
"994","Elymus elymoides subsp. elymoides","Elymus","Elymus elymoides","subsp.","elymoides","British Columbia"
"995","Elymus alaskanus","Elymus","Elymus alaskanus","","","British Columbia"
"996","Chenopodium desiccatum","Chenopodium","Chenopodium desiccatum","","","British Columbia"
"997","Chenopodiastrum simplex","Chenopodiastrum","Chenopodiastrum simplex","","","British Columbia"
"998","Elymus macrourus","Elymus","Elymus macrourus","","","British Columbia"
"999","Elymus glaucus subsp. glaucus","Elymus","Elymus glaucus","subsp.","glaucus","Yukon"
"1000","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Yukon"
"1001","Panicum xanthophysum","Panicum","Panicum xanthophysum","","","Quebec"
"1002","Elymus virginicus","Elymus","Elymus virginicus","","","Saskatchewan"
"1003","Corylus cornuta subsp. cornuta","Corylus","Corylus cornuta","subsp.","cornuta","Ontario"
"1004","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","Nova Scotia"
"1005","Chenopodium berlandieri var. zschackei","Chenopodium","Chenopodium berlandieri","var.","zschackei","Yukon"
"1006","Claytonia caroliniana","Claytonia","Claytonia caroliniana","","","Prince Edward Island"
"1007","Chenopodiastrum simplex","Chenopodiastrum","Chenopodiastrum simplex","","","Alberta"
"1008","Chenopodium berlandieri var. macrocalycium","Chenopodium","Chenopodium berlandieri","var.","macrocalycium","Nova Scotia"
"1009","Cornus unalaschkensis","Cornus","Cornus unalaschkensis","","","Nova Scotia"
"1010","Panicum linearifolium","Panicum","Panicum linearifolium","","","Nova Scotia"
"1011","Panicum depauperatum","Panicum","Panicum depauperatum","","","Nova Scotia"
"1012","Chenopodium desiccatum","Chenopodium","Chenopodium desiccatum","","","Nova Scotia"
"1013","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Nova Scotia"
"1014","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Prince Edward Island"
"1015","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Prince Edward Island"
"1016","Elymus violaceus","Elymus","Elymus violaceus","","","Prince Edward Island"
"1017","Panicum boreale","Panicum","Panicum boreale","","","Prince Edward Island"
"1018","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Nunavut"
"1019","Corylus cornuta subsp. cornuta","Corylus","Corylus cornuta","subsp.","cornuta","Quebec"
"1020","Corylus americana","Corylus","Corylus americana","","","Quebec"
"1021","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Ontario"
"1022","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","New Brunswick"
"1023","Elymus lanceolatus","Elymus","Elymus lanceolatus","","","Ontario"
"1024","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Quebec"
"1025","Elymus alaskanus","Elymus","Elymus alaskanus","","","Alberta"
"1026","Elymus glaucus","Elymus","Elymus glaucus","","","Saskatchewan"
"1027","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Manitoba"
"1028","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Nunavut"
"1029","Elymus glaucus","Elymus","Elymus glaucus","","","Ontario"
"1030","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Ontario"
"1031","Cornus sericea subsp. sericea","Cornus","Cornus sericea","subsp.","sericea","Newfoundland and Labrador"
"1032","Chenopodiastrum simplex","Chenopodiastrum","Chenopodiastrum simplex","","","Manitoba"
"1033","Elymus scribneri","Elymus","Elymus scribneri","","","Alberta"
"1034","Panicum boreale","Panicum","Panicum boreale","","","Quebec"
"1035","Chenopodium berlandieri var. zschackei","Chenopodium","Chenopodium berlandieri","var.","zschackei","British Columbia"
"1036","Panicum sphaerocarpon","Panicum","Panicum sphaerocarpon","","","Ontario"
"1037","Chenopodiastrum simplex","Chenopodiastrum","Chenopodiastrum simplex","","","Quebec"
"1038","Elymus macrourus","Elymus","Elymus macrourus","","","Ontario"
"1039","Elymus elymoides subsp. elymoides","Elymus","Elymus elymoides","subsp.","elymoides","Saskatchewan"
"1040","Elymus hystrix","Elymus","Elymus hystrix","","","Manitoba"
"1041","Chenopodium fremontii","Chenopodium","Chenopodium fremontii","","","Manitoba"
"1042","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Manitoba"
"1043","Elymus lanceolatus","Elymus","Elymus lanceolatus","","","Manitoba"
"1044","Panicum leibergii","Panicum","Panicum leibergii","","","Manitoba"
"1045","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","Newfoundland and Labrador"
"1046","Elymus sibiricus","Elymus","Elymus sibiricus","","","Yukon"
"1047","Chenopodium leptophyllum","Chenopodium","Chenopodium leptophyllum","","","Yukon"
"1048","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Yukon"
"1049","Corylus cornuta subsp. cornuta","Corylus","Corylus cornuta","subsp.","cornuta","British Columbia"
"1050","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Northwest Territories"
"1051","Elymus sibiricus","Elymus","Elymus sibiricus","","","Northwest Territories"
"1052","Elymus glaucus subsp. glaucus","Elymus","Elymus glaucus","subsp.","glaucus","Alberta"
"1053","Chenopodium leptophyllum","Chenopodium","Chenopodium leptophyllum","","","Alberta"
"1054","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Alberta"
"1055","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Newfoundland and Labrador"
"1056","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Quebec"
"1057","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","Yukon"
"1058","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Ontario"
"1059","Drymocallis glandulosa var. glandulosa","Drymocallis","Drymocallis glandulosa","var.","glandulosa","Alberta"
"1060","Elymus canadensis var. canadensis","Elymus","Elymus canadensis","var.","canadensis","Quebec"
"1061","Elymus alaskanus subsp. alaskanus","Elymus","Elymus alaskanus","subsp.","alaskanus","Quebec"
"1062","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","Quebec"
"1063","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Nunavut"
"1064","Cornus unalaschkensis","Cornus","Cornus unalaschkensis","","","Newfoundland and Labrador"
"1065","Cornus unalaschkensis","Cornus","Cornus unalaschkensis","","","Quebec"
"1066","Chamaenerion angustifolium subsp. circumvagum","Chamaenerion","Chamaenerion angustifolium","subsp.","circumvagum","Manitoba"
"1067","Elymus canadensis var. canadensis","Elymus","Elymus canadensis","var.","canadensis","Manitoba"
"1068","Chenopodium fremontii","Chenopodium","Chenopodium fremontii","","","Alberta"
"1069","Elymus virginicus var. virginicus","Elymus","Elymus virginicus","var.","virginicus","Alberta"
"1070","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Alberta"
"1071","Cornus suecica","Cornus","Cornus suecica","","","Northwest Territories"
"1072","Panicum leibergii","Panicum","Panicum leibergii","","","Alberta"
"1073","Elymus canadensis var. canadensis","Elymus","Elymus canadensis","var.","canadensis","Alberta"
"1074","Chenopodium desiccatum","Chenopodium","Chenopodium desiccatum","","","Alberta"
"1075","Chenopodium watsonii","Chenopodium","Chenopodium watsonii","","","Alberta"
"1076","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Saskatchewan"
"1077","Chenopodium fremontii","Chenopodium","Chenopodium fremontii","","","Saskatchewan"
"1078","Dioscorea villosa","Dioscorea","Dioscorea villosa","","","Quebec"
"1079","Elymus virginicus var. halophilus","Elymus","Elymus virginicus","var.","halophilus","Nova Scotia"
"1080","Corylus cornuta subsp. cornuta","Corylus","Corylus cornuta","subsp.","cornuta","Newfoundland and Labrador"
"1081","Elymus violaceus","Elymus","Elymus violaceus","","","New Brunswick"
"1082","Elymus virginicus","Elymus","Elymus virginicus","","","Newfoundland and Labrador"
"1083","Chenopodium berlandieri","Chenopodium","Chenopodium berlandieri","","","Quebec"
"1084","Empetrum nigrum subsp. hermaphroditum","Empetrum","Empetrum nigrum","subsp.","hermaphroditum","Nova Scotia"
"1085","Chamaenerion angustifolium subsp. angustifolium","Chamaenerion","Chamaenerion angustifolium","subsp.","angustifolium","New Brunswick"
"1086","Panicum depauperatum","Panicum","Panicum depauperatum","","","Prince Edward Island"
"1087","Panicum boreale","Panicum","Panicum boreale","","","Newfoundland and Labrador"
"1088","Elymus virginicus var. virginicus","Elymus","Elymus virginicus","var.","virginicus","Quebec"
"1089","Elymus virginicus","Elymus","Elymus virginicus","","","Prince Edward Island"
"1090","Panicum xanthophysum","Panicum","Panicum xanthophysum","","","New Brunswick"
"1091","Elymus virginicus var. intermedius","Elymus","Elymus virginicus","var.","intermedius","Nova Scotia"
"1092","Fragaria virginiana","Fragaria","Fragaria virginiana","","","British Columbia"
"1093","Gaultheria procumbens","Gaultheria","Gaultheria procumbens","","","Ontario"
"1094","Fagus grandifolia","Fagus","Fagus grandifolia","","","Ontario"
"1095","Fragaria virginiana","Fragaria","Fragaria virginiana","","","Alberta"
"1096","Fagus grandifolia","Fagus","Fagus grandifolia","","","Nova Scotia"
"1097","Holodiscus discolor","Holodiscus","Holodiscus discolor","","","British Columbia"
"1098","Fraxinus pennsylvanica","Fraxinus","Fraxinus pennsylvanica","","","Ontario"
