"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","NAME","COMMON.NAME","FAMILY","NATIVITY","NSC","LOCATION.and.QUANTITY","ACCN..","PT","LATITUDE","LONGITUDE","PSOURCE","Genus","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"446","Pinus rigida","Pinus","Pinus rigida",NA,NA,"Pine",NA,"Y","N","N","","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","","Pinus rigida","pitch pine","Pinaceae","ENA","!TC","107D (1), 81 (50)","1984-0028"," "," "," ","MontrealBG","Pinus","rigida","","","","","Pinus rigida"
"447","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus 'Horsford'","dwarf eastern white pine","Pinaceae","Garden Origin","!TC","107C (1)                                                 ","1990-0006"," "," "," ","Adera","Pinus","strobus","","","","","Pinus strobus"
"448","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus 'Pendula'","weeping eastern wht pine","Pinaceae","Garden Origin","!TC","27 (1)                                                 ","1973-0423"," "," "," ","Massot Nurs","Pinus","strobus","","","","","Pinus strobus"
"449","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus 'Pendula'","weeping eastern wht pine","Pinaceae","Garden Origin","!TC","65 (1)                                                 ","2009-0164"," "," "," ","PNW","Pinus","strobus","","","","","Pinus strobus"
"450","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus 'Contorta'","contorted white pine","Pinaceae","Garden Origin","!TC","55 (1)                                                 ","2009-0165"," "," "," ","PNW","Pinus","strobus","","","","","Pinus strobus"
"451","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus 'Radiata'","dwarf eastern white pine","Pinaceae","Garden Origin","!SC","71 (1)                                                 ","1974-0155"," "," "," ","Alpenglow","Pinus","strobus","","","","","Pinus strobus"
"452","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus","eastern white pine","Pinaceae","N Amer & Guatemala","!TC","13C (4), 15A (4)","1973-0032"," "," "," ","Sunset","Pinus","strobus","","","","","Pinus strobus"
"453","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus","eastern white pine","Pinaceae","N Amer & Guatemala","!TC","27 (3)                                                 ","1972-0145"," "," "," ","Lohbrunner","Pinus","strobus","","","","","Pinus strobus"
"454","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus 'Pendula'","weeping eastern wht pine","Pinaceae","Garden Origin","!TC","55 (1)                                                 ","1983-0232"," "," "," ","UBC-PP","Pinus","strobus","","","","","Pinus strobus"
"455","Pinus strobus","Pinus","Pinus strobus",NA,NA,"Pine",NA,"Y","N","Y","needles","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pinus strobus 'Horsford'","dwarf eastern white pine","Pinaceae","Garden Origin","!TC","66A (1)                                                 ","2009-0166"," "," "," ","PNW","Pinus","strobus","","","","","Pinus strobus"
"456","Poa alpina","Poa","Poa alpina",NA,NA,"Bluegrass",NA,"N","Y","N","","Y","Food","",NA,"Forage and Feed","","",NA,"2",2,NA,"","","","","","","","","","","Davidson 1995","","","Poa alpina","alpine bluegrass","Poaceae","circumboreal","!HE","137M (72), 137E (24)","2000-0122"," "," "," ","Western Ntv","Poa","alpina","","","","","Poa alpina"
"457","Podophyllum peltatum","Podophyllum","Podophyllum peltatum",NA,NA,"Mayapple",NA,"Y","N","Y","Mayapple; fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Podophyllum peltatum","mayapple","Berberidaceae","E North America","!HD","137D (15), 27 (20), 107C (20), 107D (50), 107B (50)","1974-0600"," "," "," ","Guppy","Podophyllum","peltatum","","","","","Podophyllum peltatum"
"458","Podophyllum peltatum","Podophyllum","Podophyllum peltatum",NA,NA,"Mayapple",NA,"Y","N","Y","Mayapple; fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Podophyllum peltatum","mayapple","Berberidaceae","E North America","!HD","137D (1), 117 (1)","1997-0583"," "," "," ","Plant Sale","Podophyllum","peltatum","","","","","Podophyllum peltatum"
"459","Podophyllum peltatum","Podophyllum","Podophyllum peltatum",NA,NA,"Mayapple",NA,"Y","N","Y","Mayapple; fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Podophyllum peltatum","mayapple","Berberidaceae","E North America","!HD","27 (10)                                                 ","1977-0776"," "," "," ","Kline","Podophyllum","peltatum","","","","","Podophyllum peltatum"
"460","Populus tremuloides","Populus","Populus tremuloides",NA,NA,"Poplar",NA,"Y","N","Y","bark, tea","Y","Forest Resources","Cultural",NA,"Forest Resources","Medicinals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus tremuloides","trembling aspen","Salicaceae","N Amer","!TD","6A (1)                                                 ","2011-0286"," "," "," ","Linnaea","Populus","tremuloides","","","","","Populus tremuloides"
"461","Populus tremuloides","Populus","Populus tremuloides",NA,NA,"Poplar",NA,"Y","N","Y","bark, tea","Y","Forest Resources","Cultural",NA,"Forest Resources","Medicinals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus tremuloides","trembling aspen","Salicaceae","N Amer","!TD","135A (8)                                                 ","1995-0718"," "," "," ","Hutchinson","Populus","tremuloides","","","","","Populus tremuloides"
"462","Populus tremuloides","Populus","Populus tremuloides",NA,NA,"Poplar",NA,"Y","N","Y","bark, tea","Y","Forest Resources","Cultural",NA,"Forest Resources","Medicinals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus tremuloides","trembling aspen","Salicaceae","N Amer","!TD","135A (26)                                                 ","1994-0484"," "," "," ","Jones Nurs","Populus","tremuloides","","","","","Populus tremuloides"
"463","Populus tremuloides","Populus","Populus tremuloides",NA,NA,"Poplar",NA,"Y","N","Y","bark, tea","Y","Forest Resources","Cultural",NA,"Forest Resources","Medicinals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus tremuloides","trembling aspen","Salicaceae","N Amer","!TD","6A (1)                                                 ","2013-0075"," "," "," ","Linnaea","Populus","tremuloides","","","","","Populus tremuloides"
"464","Populus tremuloides","Populus","Populus tremuloides",NA,NA,"Poplar",NA,"Y","N","Y","bark, tea","Y","Forest Resources","Cultural",NA,"Forest Resources","Medicinals","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Populus tremuloides","trembling aspen","Salicaceae","N Amer","!TD","4 (4), 43 (1)","2012-0210"," "," "," ","Linnaea","Populus","tremuloides","","","","","Populus tremuloides"
"465","Prunella vulgaris","Prunella","Prunella vulgaris",NA,NA,"Heal-All",NA,"Y","N","Y","flowers and leaves as tea","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","GRIN-Global 2021","","Kuhnlein and Turner 2020","Prunella vulgaris","allheal, selfheal","Lamiaceae","Eurasia","!HE","127B (6)                                                 ","1996-0974"," "," "," ","Richters","Prunella","vulgaris","","","","","Prunella vulgaris"
"466","Prunella vulgaris","Prunella","Prunella vulgaris",NA,NA,"Heal-All",NA,"Y","N","Y","flowers and leaves as tea","Y","Cultural","",NA,"Medicinals","","",NA,NA,NA,NA,"","","","","","","","","","","GRIN-Global 2021","","Kuhnlein and Turner 2020","Prunella vulgaris","allheal, selfheal","Lamiaceae","Eurasia","!HE","127B (1)                                                 ","1997-0461"," "," "," ","McCutcheon","Prunella","vulgaris","","","","","Prunella vulgaris"
"467","Prunus serotina","Prunus","Prunus serotina",NA,NA,"Apricot, Cherry, Peach, Plum","Almond","N","Y","Y","fruit","Y","Food","Cultural","Food","Fruits","Ornamentals","Materials","Nuts","1C",1,"Tertiary","","","","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Prunus serotina (red-leaf selection)","rum cherry","Rosaceae","Garden Origin","!SD","55 (1), 13B (3), 28 (2), 10 (3)","1993-0679"," "," "," ","VD-Seedling","Prunus","serotina","","","","","Prunus serotina"
"468","Prunus serotina","Prunus","Prunus serotina",NA,NA,"Apricot, Cherry, Peach, Plum","Almond","N","Y","Y","fruit","Y","Food","Cultural","Food","Fruits","Ornamentals","Materials","Nuts","1C",1,"Tertiary","","","","Disease Resistance (B)","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Prunus serotina","rum cherry","Rosaceae","ENA","!SD","10 (3), 107D (1)","1990-0563"," "," "," ","AGCAN-Morden","Prunus","serotina","","","","","Prunus serotina"
"469","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","74T (1)                                                 ","2014-0090"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"470","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","103 (1)                                                 ","2014-0100"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"471","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","85A (1)                                                 ","2014-0078"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"472","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","74T (1)                                                 ","2014-0070"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"473","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","85A (1)                                                 ","2014-0086"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"474","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","62T (1)                                                 ","2014-0124"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"475","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","85A (1)                                                 ","2014-0079"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"476","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","104 (1)                                                 ","2014-0105"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"477","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","74T (1)                                                 ","2014-0091"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"478","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","74T (1)                                                 ","2014-0075"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"479","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","81D (2), 80B (1), 81A (1)","2014-0097"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"480","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","74T (1)                                                 ","2014-0095"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"481","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","62T (1)                                                 ","2014-0128"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"482","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","62T (1)                                                 ","2014-0133"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"483","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","74T (1)                                                 ","2014-0069"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"484","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","103 (1)                                                 ","2014-0098"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
"485","Pseudotsuga menziesii","Pseudotsuga","Pseudotsuga menziesii",NA,NA,"Douglas fir",NA,"N","N","Y","needles, sugar, tea","Y","Forest Resources","",NA,"Forest Resources","","",NA,NA,NA,NA,"","","","","","","","","","","Davidson 1995","","Kuhnlein and Turner 2020","Pseudotsuga menziesii","Douglas-fir","Pinaceae","W North America","!TC","62T (1)                                                 ","2014-0125"," "," "," ","Pre-dates VanDusen","Pseudotsuga","menziesii","","","","","Pseudotsuga menziesii"
