SPECIES,TAXON,scientificName,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,CATEGORY,TIER,WUS,ROUNDED_N_RANK,ROUNDED_G_RANK,COSEWIC_DESC,CWR,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,GENUS,RANK,INFRASPECIFIC,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL
Crataegus succulenta,Crataegus succulenta var. michiganensis ,NA,Hawthorn,NA,NA,Y,NNR,TNR,,Y,56,54,2,NA,NA,NA,N,Y,Crataegus,var.,michiganensis,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA
Crataegus succulenta,Crataegus succulenta var. succulenta ,NA,Hawthorn,NA,NA,Y,N5,T5,,Y,56,54,2,NA,NA,NA,N,Y,Crataegus,var.,succulenta,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA
Crataegus ursopedensis,Crataegus ursopedensis,Crataegus ursopedensis J.B.Phipps & O'Kennon,Hawthorn,NA,NA,Y,N1,GNR,,Y,0,0,0,0,0,0,,Y,Crataegus,NA,NA,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA
Dasiphora fruticosa,Dasiphora fruticosa,Dasiphora fruticosa (L.) Rydb.,Strawberry,1C,1,N,N5,G5,,Y,100,89,11,13,13,0,,Y,Dasiphora,NA,NA,,Y,Food,,NA,Fruits,,,NA,Tertiary
Daucus pusillus,Daucus pusillus,Daucus pusillus Michx.,Carrot,1C,1,Y,N5,G5,,Y,43,0,43,0,0,0,,Y,Daucus,NA,NA,american wild carrot; roots,Y,Food,,NA,Vegetables,,,NA,Tertiary
Dicentra formosa,Dicentra formosa,Dicentra formosa (Andrews) Walp.,Bleeding-Heart,2,2,N,N5,G5,,Y,12,8,4,0,0,0,,Y,Dicentra,NA,NA,,Y,Ornamentals,,NA,Ornamentals,,,NA,NA
Dichanthelium boreale,Dichanthelium boreale,Dichanthelium boreale (Nash) Freckmann,Proso-millet,1C,1,N,NNR,G5,,Y,0,0,0,0,0,0,,Y,Dichanthelium,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Dichanthelium clandestinum,Dichanthelium clandestinum,"Dichanthelium clandestinum Linnaeus, 1753",Proso-millet,1C,1,N,N3,G5,,Y,30,1,29,0,0,0,,Y,Dichanthelium,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Dichanthelium depauperatum,Dichanthelium depauperatum,Dichanthelium depauperatum (Muhl.) Gould,Proso-millet,1C,1,N,N5,G5,,Y,1,0,1,0,0,0,,Y,Dichanthelium,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Dichanthelium dichotomum,Dichanthelium dichotomum,"Dichanthelium dichotomum Linnaeus, 1753",Proso-millet,1C,1,N,NNR,G5,,Y,1,0,1,0,0,0,Y,N,Dichanthelium,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Dichanthelium dichotomum,Dichanthelium dichotomum subsp. dichotomum,Dichanthelium dichotomum subsp. dichotomum,Proso-millet,1C,1,N,NA,NA,,Y,1,0,1,0,0,0,Y,Y,Dichanthelium,var.,dichotomum,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Dichanthelium latifolium,Dichanthelium latifolium,"Dichanthelium latifolium Linnaeus, 1753",Proso-millet,1C,1,N,N4,G5,,Y,2,0,2,0,0,0,,Y,Dichanthelium,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Dichanthelium leibergii,Dichanthelium leibergii,Dichanthelium leibergii (Vasey) Freckmann,Proso-millet,1C,1,N,N3,G4,,Y,2,0,2,0,0,0,,Y,Dichanthelium,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Dichanthelium linearifolium,Dichanthelium linearifolium,Dichanthelium linearifolium (Scribn.) Gould,Proso-millet,1C,1,N,NNR,G5,,Y,1,0,1,0,0,0,,Y,Dichanthelium,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Dichanthelium sphaerocarpon,Dichanthelium sphaerocarpon,Dichanthelium sphaerocarpon (Elliott) Gould,Proso-millet,1C,1,N,N3,T5,,Y,0,0,0,0,0,0,,Y,Dichanthelium,NA,NA,,Y,Food,,Na,Cereals and pseudocereals,,,NA,Assume distant
Linum striatum,Linum striatum,Linum striatum Walter,Flax,1C,1,N,N1,G5,,Y,0,0,0,0,0,0,,Y,Linum,NA,NA,,Y,Food,Materials,NA,Oils,Materials,,NA,Assume distant
Dichanthelium xanthophysum,Dichanthelium xanthophysum,Dichanthelium xanthophysum (A.Gray) Freckmann,Proso-millet,1C,1,N,N4,G5,,Y,0,0,0,0,0,0,,Y,Dichanthelium,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,,,NA,Assume distant
Diervilla lonicera,Diervilla lonicera,Diervilla lonicera Mill.,Bush-honeysuckle,2,2,N,N5,G5,,Y,55,26,29,10,9,1,,Y,Diervilla,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Dioscorea villosa,Dioscorea villosa,Dioscorea villosa L.,Yam,1C,1,Y,N4,G4,,Y,1,0,1,0,0,0,,Y,Dioscorea,NA,NA,"wild yam, atlantci yam; roots",Y,Food,,NA,Vegetables,,,NA,Assume distant
Drymocallis glandulosa,Drymocallis glandulosa,Drymocallis glandulosa (Lindl.) Rydb.,Strawberry,1C,1,N,N5,G5,,Y,31,0,31,0,0,0,Y,N,Drymocallis,NA,NA,,Y,Food,,NA,Fruits,,,NA,Tertiary
Drymocallis glandulosa,Drymocallis glandulosa var. glandulosa,Drymocallis glandulosa var. glandulosa,Strawberry,1C,1,N,N5,T5,,Y,31,0,31,0,0,0,Y,Y,Drymocallis,var.,glandulosa,,Y,Food,,NA,Fruits,,,NA,Tertiary
Elaeagnus commutata,Elaeagnus commutata,Elaeagnus commutata Bernh. ex Rydb.,Wolf-willow,2,2,N,N5,G5,,Y,21,20,1,4,3,1,,Y,Elaeagnus,NA,NA,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Elymus alaskanus,Elymus alaskanus,Elymus alaskanus (Scribn. & Merr.) Á.Löve,Wheat,1C,1,N,NNR,G5,,Y,4,0,4,0,0,0,Y,N,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus alaskanus,Elymus alaskanus subsp. alaskanus,Elymus alaskanus subsp. alaskanus,Wheat,1C,1,N,N4,T4,,Y,4,0,4,0,0,0,Y,Y,Elymus,subsp.,alaskanus,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus albicans,Elymus albicans,Elymus albicans (Scribn. & J.G.Sm.) Á.Löve,Wheat,1C,1,N,N5,G5,,Y,1,0,1,0,0,0,,Y,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus canadensis,Elymus canadensis,Elymus canadensis L.,Wheat,1C,1,Y,N5,G5,,Y,88,2,86,2,0,2,Y,N,Elymus,NA,NA,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus canadensis,Elymus canadensis var. canadensis,Elymus canadensis f. canadensis,Wheat,1C,1,Y,N5,T5,,Y,88,2,86,2,0,2,Y,Y,Elymus,var.,canadensis,wild rye grass; grains,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus curvatus,Elymus curvatus,Elymus curvatus Linnaeus,Wheat,1C,1,N,N4,G4,,Y,2,0,2,0,0,0,,Y,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus elymoides,Elymus elymoides,Elymus elymoides (Raf.) Swezey,Wheat,1C,1,N,N5,G5,,Y,287,0,287,0,0,0,N,N,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus elymoides,Elymus elymoides subsp. californicus,Elymus elymoides subsp. californicus (J.G.Sm.) Barkworth,Wheat,1C,1,N,N4,T4,,Y,287,0,287,NA,NA,NA,N,Y,Elymus,subsp.,californicus,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus elymoides,Elymus elymoides subsp. elymoides,Elymus elymoides subsp. elymoides,Wheat,1C,1,N,N4,T5,,Y,287,0,287,NA,NA,NA,N,Y,Elymus,subsp.,elymoides,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus glaucus,Elymus glaucus,Elymus glaucus Buckley,Wheat,1C,1,N,N5,G5,,Y,148,6,142,3,3,0,N,N,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus glaucus,Elymus glaucus subsp. glaucus,Elymus glaucus subsp. glaucus,Wheat,1C,1,N,NNR,T5,,Y,148,6,142,NA,NA,NA,N,Y,Elymus,subsp.,glaucus,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus glaucus,Elymus glaucus subsp. virescens,Elymus glaucus subsp. virescens (Piper) Gould,Wheat,1C,1,N,N5,T5,,Y,148,6,142,NA,NA,NA,N,Y,Elymus,subsp.,virescens,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus hirsutus,Elymus hirsutus,Elymus hirsutus J.Presl,Wheat,1C,1,N,N5,G5,,Y,0,0,0,0,0,0,,Y,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus hystrix,Elymus hystrix,Elymus hystrix L.,Wheat,1C,1,N,N5,G5,,Y,10,1,9,0,0,0,,Y,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus lanceolatus,Elymus lanceolatus,Elymus lanceolatus (Scribn. & J.G.Sm.) Gould,Wheat,1C,1,N,N5,G5,,Y,71,0,71,0,0,0,N,N,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus lanceolatus,Elymus lanceolatus subsp. lanceolatus,Elymus lanceolatus subsp. lanceolatus,Wheat,1C,1,N,N5,T5,,Y,71,0,71,NA,NA,NA,N,Y,Elymus,subsp.,lanceolatus,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus lanceolatus,Elymus lanceolatus subsp. psammophilus,Elymus lanceolatus subsp. psammophilus (J.M.Gillett & Senn) Á.Löve,Wheat,1C,1,N,NNR,T3,,Y,71,0,71,NA,NA,NA,N,Y,Elymus,subsp.,psammophilus,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus macrourus,Elymus macrourus,Elymus macrourus (Turcz.) Tzvelev,Wheat,1C,1,N,N4,N4,,Y,6,0,6,2,0,2,,Y,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus riparius,Elymus riparius,Elymus riparius Wiegand,Wheat,1C,1,N,N4,G5,,Y,3,0,3,0,0,0,,Y,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Lupinus rivularis,Lupinus rivularis,Lupinus rivularis Douglas ex Lindl.,Lupin,1C,1,Y,N1,G3,,Y,12,1,11,0,0,0,,Y,Lupinus,NA,NA,used directly as an ornamental,Y,Food,Ornamentals,NA,Pulses,Ornamentals,,NA,Assume distant
Elymus sibiricus,Elymus sibiricus,Elymus sibiricus L.,Wheat,1C,1,N,NNA,GNR,,Y,188,0,188,0,0,0,,Y,Elymus,NA,NA,,N,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Assume distant
Elymus villosus,Elymus villosus,Elymus villosus Muhl. ex Willd.,Wheat,1C,1,N,N4,G5,,Y,9,2,7,2,2,0,,Y,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Assume distant
Elymus violaceus,Elymus violaceus,Elymus violaceus (Hornem.) J.Feilberg,Wheat,1C,1,N,N5,T5,,Y,20,0,20,2,0,2,,Y,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus virginicus,Elymus virginicus,Elymus virginicus L.,Wheat,1C,1,N,N5,G5,,Y,177,0,177,0,0,0,N,N,Elymus,NA,NA,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus virginicus,Elymus virginicus var. halophilus,Elymus virginicus var. halophilus (E.P.Bicknell) Wiegand,Wheat,1C,1,N,NNR,T5,,Y,177,0,177,NA,NA,NA,N,Y,Elymus,var.,halophilus,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus virginicus,Elymus virginicus var. intermedius,Elymus virginicus var. intermedius (Vasey ex A.Gray) Bush,Wheat,1C,1,N,N4,TNR,,Y,177,0,177,NA,NA,NA,N,Y,Elymus,var.,intermedius,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Elymus virginicus,Elymus virginicus var. virginicus,Elymus virginicus var. virginicus,Wheat,1C,1,N,N5,T5,,Y,177,0,177,NA,NA,NA,N,Y,Elymus,var.,virginicus,,Y,Food,,NA,Cereals and pseudocereals,Forage and Feed,,NA,Tertiary
Empetrum nigrum,Empetrum nigrum,Empetrum nigrum L.,Crowberry,NA,NA,Y,N5,G5,,N,32,14,18,1,1,0,N,N,Empetrum,NA,NA,berries edible,Y,Food,,NA,Fruits,,,NA,NA
Empetrum nigrum,Empetrum nigrum subsp. hermaphroditum,Empetrum nigrum subsp. hermaphroditum (Hagerup) Böcher,Crowberry,NA,NA,Y,N5,T5,,N,32,14,18,NA,NA,NA,N,Y,Empetrum,subsp.,hermaphroditum,,Y,Food,,NA,Fruits,,,NA,NA
Empetrum nigrum,Empetrum nigrum subsp. nigrum,Empetrum nigrum subsp. nigrum,Crowberry,NA,NA,Y,N4,T5,,N,32,14,18,NA,NA,NA,N,Y,Empetrum,subsp.,nigrum,,Y,Food,,NA,Fruits,,,NA,NA
Erythronium americanum,Erythronium americanum,Erythronium americanum Ker Gawl.,Fawn-Lily,NA,NA,Y,N5,G5,,N,17,17,0,2,2,0,Y,N,Erythronium,NA,NA,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Erythronium americanum,Erythronium americanum subsp. americanum,Erythronium americanum subsp. americanum,Fawn-Lily,NA,NA,Y,N5,T5,,N,17,17,0,2,2,0,Y,Y,Erythronium,subsp.,americanum,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Erythronium grandiflorum,Erythronium grandiflorum,Erythronium grandiflorum Pursh,Fawn-Lily,NA,NA,Y,N5,G5,,N,7,1,6,0,0,0,Y,N,Erythronium,NA,NA,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Erythronium grandiflorum,Erythronium grandiflorum subsp. grandiflorum,Erythronium grandiflorum subsp. grandiflorum,Fawn-Lily,NA,NA,Y,N5,T5,,N,7,1,6,0,0,0,Y,Y,Erythronium,subsp.,grandiflorum,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Erythronium oregonum,Erythronium oregonum,Erythronium oregonum Applegate,Fawn-Lily,2,2,N,N4,G5,,Y,11,11,0,1,1,0,,Y,Erythronium,NA,NA,bulbs,Y,Food,Ornamentals,NA,Vegetables,Ornamentals,,NA,NA
Erythronium revolutum,Erythronium revolutum,Erythronium revolutum Sm.,Fawn-Lily,NA,NA,Y,N5,G4,,N,14,13,1,0,0,0,,Y,Erythronium,NA,NA,bulbs,Y,Food,,NA,Vegetables,,,NA,NA
Fagus grandifolia,Fagus grandifolia,Fagus grandifolia Ehrh.,Beech,2,2,Y,N5,G5,,Y,38,28,10,10,9,1,,Y,Fagus,NA,NA,beechnut; nuts,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Festuca altaica,Festuca altaica,Festuca altaica Trin.,Fescue,2,2,N,N5,G5,,Y,22,1,21,2,1,1,,Y,Festuca,NA,NA,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca occidentalis,Festuca occidentalis,Festuca occidentalis Hook.,Fescue,2,2,N,N5,G5,,Y,5,0,5,1,0,1,,Y,Festuca,NA,NA,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra,Festuca rubra L.,Fescue,2,2,N,NNR,G5,,Y,474,0,474,1,0,1,N,N,Festuca,NA,NA,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra subsp. arctica,Festuca rubra subsp. arctica (Hack.) Govor.,Fescue,2,2,N,N5,G5,,Y,474,0,474,NA,NA,NA,N,Y,Festuca,subsp.,arctica,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra subsp. aucta,Festuca rubra subsp. aucta (V.I.Krecz. & Bobrov) Hultén,Fescue,2,2,N,N4,TNR,,Y,474,0,474,NA,NA,NA,N,Y,Festuca,subsp.,aucta,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra subsp. commutata,Festuca rubra L.,Fescue,2,2,N,NNA,TNR,,Y,474,0,474,NA,NA,NA,N,Y,Festuca,subsp.,commutata,,N,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra subsp. fallax,Festuca rubra subsp. fallax (Thuill.) Hack.,Fescue,2,2,N,NNR,TNR,,Y,474,0,474,NA,NA,NA,N,Y,Festuca,subsp.,fallax,,N,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra subsp. pruinosa,Festuca rubra subsp. pruinosa (Hack.) Piper,Fescue,2,2,N,NNA,TNR,,Y,474,0,474,NA,NA,NA,N,Y,Festuca,subsp.,pruinosa,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra subsp. rubra,Festuca rubra subsp. rubra,Fescue,2,2,N,NNR,TNR,,Y,474,0,474,NA,NA,NA,N,Y,Festuca,subsp.,rubra,,N,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra subsp. secunda,Festuca rubra subsp. secunda (J.Presl) Pavlick,Fescue,2,2,N,N4,TNR,,Y,474,0,474,NA,NA,NA,N,Y,Festuca,subsp.,secunda,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca rubra,Festuca rubra subsp. vallicola,Festuca rubra subsp. vallicola (Rydb.) Pavlick,Fescue,2,2,N,NNA,T5,,Y,474,0,474,NA,NA,NA,N,Y,Festuca,subsp.,vallicola,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca subulata,Festuca subulata,Festuca subulata Trin.,Fescue,2,2,N,N4,TNR,,Y,0,0,0,0,0,0,,Y,Festuca,NA,NA,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca subuliflora,Festuca subuliflora,Festuca subuliflora Scribn.,Fescue,2,2,N,N4,G6,,Y,1,0,1,1,0,1,,Y,Festuca,NA,NA,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca subverticillata,Festuca subverticillata,Festuca subverticillata (Pers.) E.B.Alexeev,Fescue,2,2,N,N4,G5,,Y,2,0,2,0,0,0,,Y,Festuca,NA,NA,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Festuca viridula,Festuca viridula,Festuca viridula Vasey,Fescue,2,2,N,N5,G5,,Y,0,0,0,0,0,0,,Y,Festuca,NA,NA,,Y,Food,Ornamentals,NA,Forage and Feed,Ornamentals,,NA,NA
Fragaria ananassa,Fragaria ananassa,Fragaria ananassa Duchesne ex Rozier,Strawberry,1A,1,Y,NNA,GNA,,Y,890,4,886,197,0,197,Y,N,Fragaria,NA,NA,strawberry; fruit,N,Food,,NA,Fruits,,,NA,Primary
Fragaria ananassa,Fragaria ananassa subsp. ananassa,Fragaria ananassa subsp. ananassa Duchesne ex Rozier,Strawberry,1A,1,Y,NNA,TNA,,Y,890,4,886,0,0,0,Y,Y,Fragaria,subsp.,ananassa,strawberry; fruit,N,Food,,NA,Fruits,,,NA,Primary
Fragaria ananassa,Fragaria ananassa subsp. cuneifolia,Fragaria ananassa subsp. cuneifolia (Nuttall ex Howell) Staudt,Strawberry,1A,1,Y,NNA,TNA,,Y,890,4,886,197,0,197,Y,Y,Fragaria,subsp.,cuneifolia,strawberry; fruit,N,Food,,NA,Fruits,,,NA,Primary
Fragaria chiloensis,Fragaria chiloensis,Fragaria chiloensis (L.) Duchesne,Strawberry,1A,1,Y,N5,G5,,Y,334,14,320,228,3,225,Y,N,Fragaria,NA,NA,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Primary
Fragaria chiloensis,Fragaria chiloensis subsp. lucida,Fragaria chiloensis subsp. lucida (Vilm.) Staudt,Strawberry,1A,1,Y,N4,T4,,Y,334,14,320,0,0,0,Y,Y,Fragaria,subsp.,lucida,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Primary
Fragaria chiloensis,Fragaria chiloensis subsp. pacifica,Fragaria chiloensis subsp. pacifica Staudt,Strawberry,1A,1,Y,N4,T4,,Y,334,14,320,228,3,225,Y,Y,Fragaria,subsp.,pacifica,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Primary
Fragaria vesca,Fragaria vesca,Fragaria vesca L.,Strawberry,1C,1,Y,N5,G5,,Y,223,11,212,12,0,12,Y,N,Fragaria,NA,NA,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Tertiary
Fragaria vesca,Fragaria vesca subsp. americana,Fragaria vesca subsp. americana (Porter) Staudt,Strawberry,1C,1,Y,N5,T5,,Y,223,11,212,8,0,8,Y,Y,Fragaria,subsp.,americana,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Tertiary
Fragaria vesca,Fragaria vesca subsp. bracteata,Fragaria vesca subsp. bracteata (A.Heller) Staudt,Strawberry,1C,1,Y,N5,T5,,Y,223,11,212,2,0,2,Y,Y,Fragaria,subsp.,bracteata,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Tertiary
Fragaria vesca,Fragaria vesca subsp. vesca,Fragaria vesca subsp. vesca,Strawberry,1C,1,Y,NNA,T4,,Y,223,11,212,2,0,2,Y,Y,Fragaria,subsp.,vesca,strawberry; fruit,N,Food,,NA,Fruits,,,NA,Tertiary
Fragaria virginiana,Fragaria virginiana,Fragaria virginiana Duchesne,Strawberry,1A,1,Y,N5,G5,,Y,440,8,432,60,5,55,Y,N,Fragaria,NA,NA,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Primary
Fragaria virginiana,Fragaria virginiana subsp. glauca,Fragaria virginiana subsp. glauca (S.Watson) Staudt,Strawberry,1A,1,Y,N5,T5,,Y,440,8,432,6,1,5,Y,Y,Fragaria,subsp.,glauca,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Primary
Fragaria virginiana,Fragaria virginiana subsp. platypetala,Fragaria virginiana subsp. platypetala (Rydb.) A.E.Murray,Strawberry,1A,1,Y,N5,T5,,Y,440,8,432,4,3,1,Y,Y,Fragaria,subsp.,platypetala,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Primary
Fragaria virginiana,Fragaria virginiana subsp. virginiana,Fragaria virginiana subsp. virginiana,Strawberry,1A,1,Y,N5,T5,,Y,440,8,432,50,1,49,Y,Y,Fragaria,subsp.,virginiana,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,Primary
Frangula purshiana,Frangula purshiana,Frangula purshiana (DC.) J.G.Cooper,Buckthorn,NA,NA,Y,N5,G5,,N,9,3,6,0,0,0,N,N,Frangula,NA,NA,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Frangula purshiana,Frangula purshiana subsp. purshiana,Frangula purshiana subsp. purshiana,Buckthorn,NA,NA,Y,N5,T4,,N,9,3,6,NA,NA,NA,N,Y,Frangula,subsp.,purshiana,,Y,Medicinals,,NA,Medicinals,,,NA,NA
Fraxinus americana,Fraxinus americana,Fraxinus americana L.,Ash,2,2,Y,NNR,G5,,Y,2012,570,1442,775,477,298,,Y,Fraxinus,NA,NA,ash; leaves and seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Fraxinus nigra,Fraxinus nigra,Fraxinus nigra Marshall,Ash,2,2,Y,N5,G5,T - Threatened (T) / Mec�e (M),Y,594,42,552,246,22,224,,Y,Fraxinus,NA,NA,ash; leaves and seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Fraxinus pennsylvanica,Fraxinus pennsylvanica,Fraxinus pennsylvanica Marshall,Ash,2,2,Y,N5,G4,,Y,1800,501,1299,708,341,367,,Y,Fraxinus,NA,NA,ash; inner bark,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Fraxinus quadrangulata,Fraxinus quadrangulata,Fraxinus quadrangulata Michx.,Ash,2,2,Y,N2,G4,T - Threatened (T) / Mec�e (M),Y,162,55,107,68,50,18,,Y,Fraxinus,NA,NA,ash; leaves and seeds,Y,Forest Resources,,NA,Forest Resources,,,NA,NA
Fritillaria affinis,Fritillaria affinis,Fritillaria affinis (Schult. & Schult.f.) Sealy,Fritillaria,NA,NA,Y,N5,G5,,N,10,10,0,4,4,0,N,N,Fritillaria,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Fritillaria affinis,Fritillaria affinis var. affinis,Fritillaria affinis var. affinis,Fritillaria,NA,NA,Y,N4,T5,,N,10,10,0,NA,NA,NA,N,Y,Fritillaria,var.,affinis,,Y,Food,,NA,Vegetables,,,NA,NA
Fritillaria camschatcensis,Fritillaria camschatcensis,Fritillaria camschatcensis (L.) Ker Gawl.,Fritillaria,NA,NA,Y,N5,G5,,N,7,2,5,2,0,2,,Y,Fritillaria,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Fritillaria pudica,Fritillaria pudica,Fritillaria pudica (Pursh) Spreng.,Fritillaria,NA,NA,Y,N5,G5,,N,8,3,5,0,0,0,,Y,Fritillaria,NA,NA,,Y,Food,,NA,Vegetables,,,NA,NA
Gaillardia aristata,Gaillardia aristata,Gaillardia aristata Pursh,Blanket-Flower,2,2,N,N5,G5,,Y,17,6,11,2,2,0,,Y,Gaillardia,NA,NA,,Y,Ornamentals,,NA,Ornamentals,,,NA,NA
Gaultheria hispidula,Gaultheria hispidula,Gaultheria hispidula (L.) Muhl. ex Bigelow,Salal berry,NA,NA,Y,N5,G5,,N,3,1,2,1,0,1,,Y,Gaultheria,NA,NA,"leaves, leaves as tea",Y,Food,,NA,Fruits,,,NA,NA
Gaultheria humifusa,Gaultheria humifusa,Gaultheria humifusa (Graham) Rydb.,Salal berry,NA,NA,Y,N5,G5,,N,6,2,4,2,2,0,,Y,Gaultheria,NA,NA,"fruit, leaves as tea",Y,Food,,NA,Fruits,,,NA,NA
