TAXON_INFRA,TAXON,SPECIES,TIER,CWR,WUS,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,Canada_PGR_accessions_sp,NPGS_accessions_sp,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,Canada_PGR_accessions_w_finest_taxon_res,NPGS_accessions_w_finest_taxon_res,SOURCE_OF_TAXON,WUS_SOURCE,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,SECONDARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,RANK,INFRASPECIFIC,scientificName,UNABLE_TO_ASSIGN_GEO_DISTR,GENETIC_RELATIONSHIP_NOTES,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION
Betula lenta,Betula lenta,Betula lenta,2,Y,Y,,Y,G5,N1,E - Endangered (E) / En voie de disparition (VD),72,72,14,0,14,44,44,0,0,0,Davidson 1995,Kuhnlein and Turner 2020,Birch,,Betula,NA,NA,Betula lenta L.,,,leaves,Y,Forage and Feed,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"AL(SNR), CT(SNR), DE(S4), GA(SNR), GS(P5), KY(SNR), MA(SNR), MD(SNR), ME(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), VA(S5), VT(SNR), WV(S5)",ON(S1)
Betula minor,Betula minor,Betula minor,2,Y,N,,Y,G4,N4,,4,3,1,1,0,1,0,1,1,0,Davidson 1995,,Birch,,Betula,NA,NA,Betula minor (Tuck.) Fernald,,,,Y,Forage and Feed,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"ME(S1), NH(S2), NY(S1), VT(S1)","LB(S4S5), NB(S2), NF(S2S3), NS(S1S2), ON(S1?), QC(S4)"
Betula occidentalis,Betula occidentalis,Betula occidentalis,2,Y,N,,Y,G5,N5,,11,10,9,1,8,8,7,4,1,3,Davidson 1995,,Birch,,Betula,NA,NA,Betula occidentalis Hook.,,,,Y,Forage and Feed,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4S5), ND(SNR), NE(S1), NM(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S4)","AB(S4), BC(S5), MB(S3S5), NT(SNR), NU(SU), ON(S3), SK(S4), YT(S5)"
Betula papyrifera,Betula papyrifera,Betula papyrifera,2,Y,Y,,Y,G5,NNR,,1013,847,184,166,18,514,348,169,166,3,Davidson 1995,Kuhnlein and Turner 2020,Birch,,Betula,NA,NA,Betula papyrifera Marshall,,,"leaves, twigs and sap",Y,Forage and Feed,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"AK(SNR), CO(S1), CT(SNR), GS(PNR), IA(SNR), ID(SNR), IL(S2), IN(S3), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S4), NC(SNR), ND(SNR), NE(S2S4), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OR(SNR), PA(S4), RI(SNR), SD(SNR), TN(S1), TV(SNR), VA(S2), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(SNR)","AB(S5?), BC(SNR), LB(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), NT(SNR), ON(SNR), PE(SNR), QC(S5), SK(SNR), YT(SNR)"
Betula populifolia,Betula populifolia,Betula populifolia,2,Y,N,,Y,G5,N5,,77,33,54,44,10,50,6,44,44,0,Davidson 1995,,Birch,,Betula,NA,NA,Betula populifolia Marshall,,,,Y,Forage and Feed,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"CT(SNR), DE(S2), IL(SNA), IN(S2S3), MA(SNR), MD(S1?), ME(SNR), MI(S3), NC(SNA), NH(SNR), NJ(S5), NY(S5), OH(S3), PA(S5), RI(SNR), VA(S1), VT(SNR), WV(S3)","NB(S5), NS(S5), ON(S4), PE(S5), QC(S4S5)"
Blitum capitatum,Blitum capitatum,Blitum capitatum,1,Y,Y,Y,N,G5,N5,,1,1,3,0,3,0,0,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,Spinach,,Blitum,NA,NA,Blitum capitatum L.,,,strawberry spinach; greens and fruit,Y,Food,,NA,Vegetables,,,NA,Tertiary,1C,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), IA(SNA), ID(SNR), IL(SNA), IN(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNA), MT(SNR), NH(SNR), NJ(SNA), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), SD(SNR), UT(S3), VT(S1), VT(S1), WA(SNR), WI(SNR), WY(S3S4)","AB(S5), BC(S5), MB(S4S5), NB(S1), NS(SNA), NT(SNR), NU(SU), ON(S5), QC(SNR), SK(S4), YT(S5)"
Blitum capitatum subsp. capitatum,Blitum capitatum subsp. capitatum,Blitum capitatum,1,Y,Y,Y,Y,G5,N5,,1,1,3,0,3,0,0,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,Spinach,,Blitum,subsp.,capitatum,Blitum capitatum subsp. capitatum,,,strawberry spinach; greens and fruit,Y,Food,,NA,Vegetables,,,NA,Tertiary,1C,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNA), CT(SNR), IA(SNA), ID(SNR), IL(SNA), IN(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNA), MT(SNR), NH(SNR), NJ(SNA), NM(SNR), NV(SNR), NY(S4), OH(SH), OR(SNR), PA(SH), SD(SNR), UT(S1), VT(S1), VT(S1), WA(SNR), WI(SNR), WY(SNR)","AB(S5), BC(SNR), MB(S4S5), NB(S1), NS(SNA), NT(SNR), NU(SU), ON(S5), QC(S4), SK(S4), YT(S5)"
Blitum nuttallianum,Blitum nuttallianum,Blitum nuttallianum,1,Y,N,,Y,G5,N5,,0,0,7,0,7,0,0,0,0,0,GRIN-Global 2021,,Spinach,,Blitum,NA,NA,Blitum nuttallianum Roem. & Schult.,,,,Y,Food,,NA,Vegetables,,,NA,Tertiary,1C,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), IA(SNA), ID(SNR), IL(SNA), KS(SNR), KY(SNA), LA(SNR), MA(SNR), ME(SNR), MN(SH), MO(SNR), MT(S4S5), ND(SNR), NE(SNR), NM(SNR), NV(SNR), NY(SNA), OH(SNR), OK(SNR), OR(SNR), SD(SNR), TX(SNR), UT(SNR), WA(SNR), WY(S5)","AB(S5), BC(SNA), MB(S4S5), NS(SNA), NT(SNR), ON(SNA), QC(SNA), SK(S4), YT(S4)"
Bromus anomalus,Bromus anomalus,Bromus anomalus,2,Y,N,,Y,G5,NNR,,0,0,16,0,16,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus anomalus Rupr. ex E.Fourn.,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), ND(SNR), NE(SNR), NM(SNR), NV(SNR), SD(SNR), TX(SNR), UT(SNR), WY(SNR)",
Bromus ciliatus,Bromus ciliatus,Bromus ciliatus,2,Y,N,,Y,G5,NNR,,4,0,19,4,15,1,0,1,1,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus ciliatus L.,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), GS(P1), IA(S3), ID(SNR), IL(S5), IN(SNR), MA(SNR), MD(SH), ME(SNR), MI(SNR), MN(SNR), MT(S4S5), NC(S1), ND(SNR), NE(S2S4), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(S5), OH(SNR), OR(SNR), PA(S4), RI(SNR), SD(SNR), TN(SH), TV(SNR), TX(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(S5)","AB(S5), BC(S5), LB(S4S5), MB(SNR), NB(SNR), NF(S5), NS(SNR), NT(S4S5), ON(S5), PE(SNR), QC(S5?), SK(S4), YT(SNR)"
Bromus inermis,Bromus inermis,Bromus inermis,2,Y,N,,Y,T5,NNA,,83,0,85,83,2,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus inermis Leyss.,,,,N,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNA), AR(SNA), AZ(SNA), CA(SNA), CO(SNA), CT(SNA), DE(SNA), IA(SNA), ID(SNA), IL(SNA), IN(SNA), KS(SNA), KY(SNA), LA(SNA), MA(SNR), MD(SNA), ME(SNA), MI(SNA), MN(SNA), MO(SNA), MS(SNA), MT(SNA), NC(SNA), ND(SNA), NE(SNA), NH(SNA), NJ(SNA), NM(SNA), NV(SNA), NY(SNA), OH(SNA), OK(SNA), OR(SNA), PA(SNA), RI(SNA), SD(SNA), TN(SNA), UT(SNA), VA(SNA), VT(SNA), WA(SNA), WI(SNA), WV(SNA), WY(SNA)","AB(SNA), BC(SNA), LB(SNA), MB(SNA), NB(SNA), NF(SNA), NS(SNA), NT(SNA), ON(SNA), PE(SNA), QC(SNA), SK(SNA), YT(SNA)"
Bromus kalmii,Bromus kalmii,Bromus kalmii,2,Y,N,,Y,G5,N4,,4,1,5,3,2,1,0,1,1,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus kalmii A.Gray,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AL(SNR), CT(SNR), DC(SH), FL(SNR), GA(SNR), GS(P4), IA(S3), IL(S2S3), IN(SNR), MA(SNR), MD(SH), ME(S1), MI(SNR), MN(SNR), ND(S3), NH(SH), NJ(S2), NY(S4), OH(S2), PA(S2), SD(SNR), VA(S1), VT(S2), WI(SNR), WV(S5)","MB(S2S3), ON(S4), QC(S3)"
Bromus pacificus,Bromus pacificus,Bromus pacificus,2,Y,N,,Y,G5,N5,,0,0,1,0,1,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus pacificus Shear,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), OR(SNR), WA(SNR)",BC(S5)
Bromus porteri,Bromus porteri,Bromus porteri,2,Y,N,,Y,G5,N5,,1,0,1,1,0,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus porteri (Coult.) Nash,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AZ(SNR), CA(SNR), CO(SNR), ID(SNR), MT(S4?), ND(SNR), NE(S2?), NM(SNR), NV(SNR), TX(SNR), UT(SNR), WY(S4)","AB(S4), BC(S5), MB(S2S3), SK(S4)"
Bromus pubescens,Bromus pubescens,Bromus pubescens,2,Y,N,,Y,G5,N4,,0,0,2,0,2,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus pubescens Muhl. ex Willd.,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AL(SNR), AR(SNR), CO(SNR), CT(SNR), DE(S2), FL(SNR), GA(S5), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), ME(S2), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), ND(SNR), NE(SNR), NH(S1), NJ(S5), NY(SNR), OK(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S1), WY(SH)","MB(SU), NB(S1), ON(S4), QC(S2), SK(S1)"
Bromus sitchensis,Bromus sitchensis,Bromus sitchensis,2,Y,N,Y,N,G5,NNR,,1,0,50,1,49,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus sitchensis Trin.,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(S4), ID(SNR), WA(SNR), WY(SNR)","BC(SNR), QC(SNA)"
Bromus sitchensis var. aleutensis,Bromus sitchensis var. aleutensis,Bromus sitchensis,2,Y,N,Y,Y,T5,N5,,1,0,50,1,49,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,var.,aleutensis,Bromus sitchensis var. aleutensis (Trin. ex Griseb.) Hultén,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(S3S4), ID(S1), WA(SNR)","AB(S2), BC(S5?), ON(SNA)"
Bromus sitchensis var. marginatus,Bromus sitchensis var. marginatus,Bromus sitchensis,2,Y,N,Y,Y,G5,N5,,1,0,50,1,49,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,var.,marginatus,Bromus sitchensis var. marginatus (Nees ex Steud.) B.Boivin,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNA), AZ(SNR), CA(SNR), CT(SNA), ID(SNR), IL(SNA), MA(SNA), ME(SNA), MT(S4), NE(S2), NH(SNR), NM(SNR), NV(SNR), NY(SNA), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(SNR)","AB(S3), BC(S5), ON(SNA), SK(S4), YT(SNA)"
Bromus sitchensis var. sitchensis,Bromus sitchensis var. sitchensis,Bromus sitchensis,2,Y,N,Y,Y,T5,N5,,1,0,50,1,49,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,var.,sitchensis,Bromus sitchensis var. sitchensis,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), CA(SNR), WA(SNR)",BC(SNR)
Bromus vulgaris,Bromus vulgaris,Bromus vulgaris,2,Y,N,,Y,G5,N5,,1,1,3,0,3,0,0,0,0,0,Davidson 1995,,Bromegrass,,Bromus,NA,NA,Bromus vulgaris (Hook.) Shear,,,,Y,Forage and Feed,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"CA(SNR), ID(SNR), MT(S4), OR(SNR), UT(S2), WY(S1S2)","AB(S3), BC(S5)"
Calamagrostis canadensis var. canadensis,Calamagrostis canadensis,Calamagrostis canadensis,2,Y,N,Y,N,G5,N5,,1,1,40,0,40,1,1,9,0,9,GRIN-Global 2021,,Bluejoint,,Calamagrostis,NA,NA,Calamagrostis canadensis (Michx.) P.Beauv.,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(S1), IA(S4), ID(SNR), IL(S3?), IN(SNR), KS(S1), KY(SNR), MA(SNR), MD(S4), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(S5), NC(S1), ND(SNR), NE(SNR), NH(S5), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), TV(SNR), UT(SNR), VA(S4), VT(S5), WA(SNR), WI(SNR), WV(S4), WY(S4S5)","AB(S5), BC(S5), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(S5), NU(S4), ON(S5), PE(S5), QC(SNR), SK(S4), YT(S5)"
Calamagrostis canadensis var. canadensis,Calamagrostis canadensis var. canadensis,Calamagrostis canadensis,2,Y,N,Y,Y,T5,N5,,1,1,40,0,40,1,1,9,0,9,GRIN-Global 2021,,Bluejoint,,Calamagrostis,var.,canadensis,Calamagrostis canadensis var. canadensis,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DE(S1), IA(SNR), ID(SNR), IL(SNR), IN(SNR), KS(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MT(SNR), NC(S1), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NM(SNR), NV(SNR), NY(S5), OH(SNR), OR(SNR), PA(SNR), RI(SNR), SD(SNR), TN(SNR), UT(SNR), VA(S4), VT(S5), WA(SNR), WI(SNR), WV(S4), WY(S4S5)","AB(SNR), BC(S5), LB(SU), MB(S5), NB(S5), NF(S3S5), NS(S5), NT(SU), ON(S5), PE(S5), QC(S5?), SK(S4), YT(S5)"
Calamagrostis purpurascens,Calamagrostis purpurascens,Calamagrostis purpurascens,2,Y,N,,Y,G5,N5,,0,0,0,0,0,0,0,0,0,0,GRIN-Global 2021,,Bluejoint,,Calamagrostis,NA,NA,Calamagrostis purpurascens R.Br.,,,,Y,Food,,NA,Forage and Feed,,,NA,NA,2,,,,,,,,,,,"AK(SNR), CA(SNR), CO(SNR), ID(SNR), MN(S1), MT(S4?), NM(SNR), NV(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WY(S3)","AB(S4), BC(S5), MB(S2), NF(SH), NT(S5), NU(S4), ON(S2), QC(SNR), SK(S3), YT(S5)"
Callitropsis nootkatensis,Callitropsis nootkatensis,Callitropsis nootkatensis,2,Y,N,,Y,G4,N4,,15,15,0,0,0,0,0,0,0,0,Davidson 1995,,Cypress,,Callitropsis,NA,NA,Callitropsis nootkatensis (D.Don) D.P.Little,,,,Y,Forage and Feed,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"AK(S4), CA(S3), OR(S4), WA(SNR)",BC(S4)
Caltha leptosepala,Caltha leptosepala,Caltha leptosepala,NA,N,Y,,Y,G5,N5,,4,4,6,0,6,1,1,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Marsh marigold,,Caltha,NA,NA,Caltha leptosepala DC.,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AK(SNR), AZ(S2S3), CA(SNR), CO(SNR), ID(SNR), MT(S4), NM(SNR), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S3S4)","AB(S4), BC(SNR), YT(S3)"
Calypso bulbosa,Calypso bulbosa,Calypso bulbosa,NA,N,Y,N,N,G5,N5,,1,1,1,0,1,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Orchid,,Calypso,NA,NA,Calypso bulbosa (L.) Oakes,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AK(S4), AZ(S3), CA(SNR), CO(S4?), ID(SNR), ME(S3S4), MI(S2), MN(SNR), MT(S4S5), NH(SNR), NM(SNR), NN(S1), NY(SH), OR(SNR), SD(S3), UT(S4), VT(SH), WA(SNR), WI(S2), WY(S3)","AB(S5?), BC(S5), MB(S4), NB(S2), NF(S1), NT(S4), NU(S2), ON(S4?), QC(SNR), SK(S3), YT(S3S4)"
Calypso bulbosa var. americana,Calypso bulbosa var. americana,Calypso bulbosa,NA,N,Y,N,Y,T5,N5,,1,1,1,0,1,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Orchid,,Calypso,var.,americana,Calypso bulbosa var. americana (R.Br.) Luer,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AK(S3S4), AZ(S3), CO(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S4), NH(SH), NM(SNR), NY(SH), SD(SNR), UT(SNR), VT(SH), WA(SNR), WI(SNR), WY(S3)","AB(S5?), BC(S5), MB(S4), NB(S2), NF(S1), NT(S4), NU(S2), ON(S4?), QC(S3), SK(S3), YT(S3S4)"
Calypso bulbosa var. occidentalis,Calypso bulbosa var. occidentalis,Calypso bulbosa,NA,N,Y,N,Y,T5,N5,,1,1,1,0,1,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Orchid,,Calypso,var.,occidentalis,Calypso bulbosa var. occidentalis (Holz.) Cockerell,,,,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"AK(S3?), CA(SNR), ID(SNR), MT(S4), OR(SNR), WA(SNR)",BC(S5)
Camassia leichtlinii,Camassia leichtlinii,Camassia leichtlinii,NA,N,Y,Y,N,G4,N4,,37,37,12,0,12,0,0,1,0,1,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Camas,,Camassia,NA,NA,Camassia leichtlinii (Baker) S.Watson,,,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"CA(SNR), NV(SNR), OR(SNR), WA(SNR)",BC(S4)
Camassia leichtlinii subsp. suksdorfii,Camassia leichtlinii subsp. suksdorfii,Camassia leichtlinii,NA,N,Y,Y,Y,T4,N4,,37,37,12,0,12,8,8,1,0,1,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Camas,,Camassia,subsp.,suksdorfii,Camassia leichtlinii subsp. suksdorfii (Greenm.) Gould,,,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"CA(SNR), NV(SNR), OR(SNR), WA(SNR)",BC(S4)
Camassia quamash,Camassia quamash,Camassia quamash,NA,N,Y,N,N,G5,N5,,18,18,13,0,13,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Camas,,Camassia,NA,NA,Camassia quamash (Pursh) Greene,,,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"CA(SNR), ID(SNR), MT(S4S5), NV(SNR), OR(SNR), UT(SNR), WA(SNR), WY(S2)","AB(S3), BC(S5)"
Camassia quamash subsp. maxima,Camassia quamash subsp. maxima,Camassia quamash,NA,N,Y,N,Y,T4,N4,,18,18,13,0,13,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Camas,,Camassia,subsp.,maxima,Camassia quamash subsp. maxima Gould,,,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"OR(SNR), WA(SNR)",BC(S4)
Camassia quamash subsp. quamash,Camassia quamash subsp. quamash,Camassia quamash,NA,N,Y,N,Y,T4,N4,,18,18,13,0,13,NA,NA,NA,NA,NA,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Camas,,Camassia,subsp.,quamash,Camassia quamash (Pursh) Greene subsp. quamash,,,bulbs,Y,Food,,NA,Vegetables,,,NA,NA,NA,,,,,,,,,,,"ID(SNR), MT(SNR), OR(SNR), WA(SNR), WY(S2)","AB(S3), BC(S4)"
Carex obnupta,Carex obnupta,Carex obnupta,NA,N,Y,,Y,G5,N5,,0,0,5,0,5,0,0,0,0,0,Kuhnlein and Turner 2020,Kuhnlein and Turner 2020,Sedge,,Carex,NA,NA,Carex obnupta L.H.Bailey,,,material for weaving,Y,Materials,,NA,Materials,,,NA,NA,NA,,,,,,,,,,,"CA(SNR), OR(SNR), WA(SNR)",BC(S5)
Carpinus caroliniana subsp. virginiana,Carpinus caroliniana,Carpinus caroliniana,2,Y,N,Y,N,G5,N5,,44,40,43,4,39,10,7,3,3,0,NTSC 2021,,Blue-beech,,Carpinus,NA,NA,Carpinus caroliniana Walter,,,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P5), IA(S4), IL(S5), IN(SNR), KY(SNR), LA(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(SNR), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","ON(S5), QC(SNR)"
Carpinus caroliniana subsp. virginiana,Carpinus caroliniana subsp. virginiana,Carpinus caroliniana,2,Y,N,Y,Y,T5,N5,,44,40,43,4,39,10,7,3,3,0,NTSC 2021,,Blue-beech,,Carpinus,subsp.,virginiana,Carpinus caroliniana subsp. virginiana (Marshall) Furlow,,,,Y,Forest Resources,,NA,Forest Resources,,,NA,NA,2,,,,,,,,,,,"AL(SNR), AR(SNR), CT(SNR), GA(SNR), IA(SNR), IL(SNR), IN(SNR), KY(S5), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), TN(SNR), VA(S5?), VT(SNR), WI(SNR), WV(S5)","ON(S5), QC(S3S4)"
Carya cordiformis,Carya cordiformis,Carya cordiformis,1,Y,Y,,Y,G5,N5,,25,25,31,0,31,19,19,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,"Pecan, Hickory",,Carya,NA,NA,Carya cordiformis (Wangenh.) C.Koch,,,"swamp hickory, bitternut hickory; nuts",Y,Food,Materials,NA,Nuts,Materials,,NA,Primary,1A,,,,,,,,,,,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(SNR), GS(P4), IA(S4), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), ME(S1), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S4), NE(SNR), NH(SNR), NJ(S4), NY(S5), OH(SNR), OK(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TX(SNR), VA(S5), VT(SNR), WI(SNR), WV(S5)","ON(S5), QC(SNR)"
Carya glabra,Carya glabra,Carya glabra,1,Y,Y,,Y,G5,N3,,22,22,29,0,29,16,16,0,0,0,GRIN-Global 2021,Kuhnlein and Turner 2020,"Pecan, Hickory",,Carya,NA,NA,Carya glabra (Mill.) Sweet,,,pignut hickory; nuts,Y,Food,Materials,NA,Nuts,Materials,,NA,Secondary,1B,,,,,,,,,,,"AL(SNR), AR(SNR), CT(SNR), DC(S5), DE(S5), FL(SNR), GA(SNR), GS(P5?), IL(S4S5), IN(SNR), KS(SNR), KY(S5), LA(SNR), MA(SNR), MD(SNR), MI(SNR), MO(S4), MS(SNR), NC(S5), NH(SNR), NJ(SNR), NY(S5), OH(SNR), PA(S5), RI(SNR), SC(SNR), TN(SNR), TV(SNR), TX(SNR), VA(S5), VT(S2), WV(S5)",ON(S3)
Carya laciniosa,Carya laciniosa,Carya laciniosa,1,Y,N,,Y,G5,N3,,35,35,38,0,38,34,34,0,0,0,GRIN-Global 2021,,"Pecan, Hickory",,Carya,NA,NA,Carya laciniosa (F.Michx.) Loudon,,,,Y,Food,Materials,NA,Nuts,Materials,,NA,Primary,1A,,,,,,,,,,,"AL(SNR), AR(SNR), DE(SNR), GA(S2?), IA(S3), IL(S2S3), IN(SNR), KS(S2), KY(S5), MA(SNR), MD(S1), ME(SNA), MI(S3), MO(SNR), MS(S2), NC(S1), NE(SNR), NJ(SNR), NY(S2), OH(SNR), OK(SNR), PA(S3S4), TN(SNR), TV(SNR), TX(SNR), WV(S4)",ON(S3)
