PRIMARY_ASSOCIATED_CROP_COMMON_NAME,TAXON,GENUS,SPECIES,RANK,INFRASPECIFIC,ROUNDED_G_RANK,ROUNDED_N_RANK,CURRENT_US_DISTRIBUTION,CURRENT_CA_DISTRIBUTION,COSEWIC_DESC,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE
Strawberry,Comarum palustre,Comarum,Comarum palustre,NA,NA,G5,N5,"AK(SNR), CA(SNR), CO(S3), CT(SNR), IA(S3), ID(SNR), IL(SNR), IN(SNR), MA(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S4), ND(S2), NH(SNR), NJ(S1), NY(S4), OH(S2), OR(SNR), PA(SNR), UT(S1), VT(SNR), WA(SNR), WI(SNR), WY(S1S2)","AB(S5), BC(S5), LB(S4S5), MB(S5), NB(S5), NF(S4S5), NS(S5), NT(SNR), NU(SU), ON(S5), PE(S4), QC(S5), SK(S4), YT(S5)",,Y,Y,Y,wild strawberry',Y,Food,,NA,Fruits,,,NA,1,Tertiary,1C,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Khoury et al. 2020
Hemlock-parsley,Conioselinum gmelinii,Conioselinum,Conioselinum pacificum,NA,NA,T5,N5,BC(S5),"CA(SNR), OR(SNR), WA(SNR)",,Y,N,Y,wild carrot,Y,Food,,NA,Vegetables,,,NA,NA,NA,NA,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus amomum,Cornus,Cornus amomum,NA,NA,G5,N5,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S5), FL(SNR), GA(S5), GS(P3), IA(S4), IL(SNR), IN(SNR), KS(SNR), KY(SNR), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SNR), OK(SNR), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), TV(SNR), VA(SNR), VT(SNR), WI(SNR), WV(S5)","NB(SNR), ON(SNR), QC(SNR)",,N,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus amomum subsp. obliqua,Cornus,Cornus amomum,subsp.,obliqua,NA,NA,NA,NA,,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus canadensis,Cornus,Cornus canadensis,NA,NA,G5,N5,"AK(SNR), CA(S2), CO(S3), CT(SNR), IA(S1), ID(SNR), IL(S1), IN(S1), MA(SNR), MD(S1), ME(SNR), MI(SNR), MN(SNR), MT(S4S5), ND(S4), NH(SNR), NJ(S1), NM(S1), NY(S4S5), OH(S1), OR(SNR), PA(SNR), RI(S2), SD(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(S2), WY(S2)","AB(S5), BC(S5), LB(S5), MB(S5), NB(S5), NF(S5), NS(S5), NT(SNR), NU(SU), ON(S5), PE(S5), QC(S5), SK(S5), YT(S5)",,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus nuttallii,Cornus,Cornus nuttallii,NA,NA,NA,NA,NA,NA,,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus sericea,Cornus,Cornus sericea,NA,NA,G5,N5,"AK(SNR), AZ(SNR), CA(SNR), CO(SNR), CT(SNR), DC(SNR), DE(SU), IA(S3), ID(SNR), IL(SNR), IN(SNR), KY(S1S2), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MT(S5), ND(SNR), NE(SNR), NH(SNR), NJ(SNR), NM(SNR), NV(SNR), NY(SNR), OH(SNR), OR(SNR), PA(S5), RI(SNR), SD(SNR), UT(SNR), VA(S1), VT(SNR), WA(SNR), WI(SNR), WV(SNA), WY(S4)","AB(S5), BC(S5), LB(SNR), MB(SNR), NB(SNR), NF(SNR), NS(SNR), NT(SNR), NU(SNR), ON(S5), PE(SNR), QC(S5), SK(S5), YT(SNR)",,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus suecica,Cornus,Cornus suecica,NA,NA,G5,N5,AK(SNR),"BC(S2S3), LB(S4S5), MB(S1), NF(S4), NS(S1S2), NT(SNR), QC(S4)",,Y,Y,Y,fruit,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Dogwood,Cornus unalaschkensis,Cornus,Cornus unalaschkensis,NA,NA,G5,N5,"AK(SNR), CA(SNR), ID(SNR), OR(SNR), WA(SNR)","AB(S1), BC(S5), YT(S3S4)",,Y,Y,Y,berries edible,Y,Food,Ornamentals,NA,Fruits,Ornamentals,Forest Resources,NA,NA,NA,2,,,,,,,,,,,Kuhnlein and Turner 2020,,Kuhnlein and Turner 2020
Hazelnut,Corylus americana,Corylus,Corylus americana,NA,NA,G5,N5,"AL(SNR), AR(SNR), CT(SNR), DC(SNR), DE(S4), GA(S4), GS(P3), IA(S5), IL(S5), IN(SNR), KS(SNR), KY(S5), LA(S1), MA(SNR), MD(SNR), ME(SNR), MI(SNR), MN(SNR), MO(SNR), MS(SNR), NC(S5), ND(SNR), NE(SNR), NH(SNR), NJ(S5), NY(S5), OH(SNR), OK(S2), PA(SNR), RI(SNR), SC(SNR), SD(SNR), TN(SNR), VA(S5), VT(S2S3), WI(SNR), WV(S5)","MB(S4), ON(S5), QC(S2)",,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,Gene Transfer (F),,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Hazelnut,Corylus californica,Corylus,Corylus californica,NA,NA,NA,NA,NA,NA,,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1,Secondary,1B,,,,Disease Resistance (B),,Gene Transfer (F),,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Hazelnut,Corylus cornuta,Corylus,Corylus cornuta,NA,NA,G5,N5,"AL(SNR), CA(SNR), CO(SNR), CT(SNR), DE(S1), GA(S4), GS(P1), IA(S3), ID(SNR), IL(SNR), KS(SNR), MA(SNR), MD(S3), ME(SNR), MI(SNR), MN(SNR), MS(SNR), NC(S4), ND(SNR), NH(SNR), NJ(SNR), NY(SNR), OH(SH), OR(SNR), PA(S4), RI(SNR), SC(SNR), SD(SNR), TN(SNR), VA(S5), VT(SNR), WA(SNR), WI(SNR), WV(S4), WY(S2)","AB(S5), BC(S5), MB(S5), NB(S5), NF(S4), NS(S5), ON(S5), PE(S5), QC(SNR), SK(S5)",,Y,Y,Y,hazelnut; nuts,Y,Food,,NA,Nuts,,,NA,1,Tertiary,1C,,,,Disease Resistance (B),,Gene Transfer (F),,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020
Hawthorn,Crataegus aquacervensis,Crataegus,Crataegus aquacervensis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus atrovirens,Crataegus,Crataegus atrovirens,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus beata,Crataegus,Crataegus beata,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus brainerdii,Crataegus,Crataegus brainerdii,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus calpodendron,Crataegus,Crataegus calpodendron,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus canadensis,Crataegus,Crataegus canadensis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus castlegarensis,Crataegus,Crataegus castlegarensis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa,Crataegus,Crataegus chrysocarpa,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa var. blanchardii,Crataegus,Crataegus chrysocarpa,var.,blanchardii,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa var. chrysocarpa,Crataegus,Crataegus chrysocarpa,var.,chrysocarpa,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa var. faxonii,Crataegus,Crataegus chrysocarpa,var.,faxonii,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa var. phoeniceoides,Crataegus,Crataegus chrysocarpa,var.,phoeniceoides,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa var. piperi,Crataegus,Crataegus chrysocarpa,var.,piperi,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa var. subrotundifolia,Crataegus,Crataegus chrysocarpa,var.,subrotundifolia,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa var. vernonensis,Crataegus,Crataegus chrysocarpa,var.,vernonensis,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus chrysocarpa var. virgintistamina,Crataegus,Crataegus chrysocarpa,var.,virgintistamina,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus coccinea,Crataegus,Crataegus coccinea,NA,NA,NA,NA,NA,NA,,N,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus coccinea var. coccinea,Crataegus,Crataegus coccinea,var.,coccinea,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus coccinea var. fulleriana,Crataegus,Crataegus coccinea,var.,fulleriana,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus coccinea var. pringlei,Crataegus,Crataegus coccinea,var.,pringlei,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus coccinioides,Crataegus,Crataegus coccinioides,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus cognata,Crataegus,Crataegus cognata,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus compacta,Crataegus,Crataegus compacta,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus crus-galli,Crataegus,Crataegus crus-galli,NA,NA,NA,NA,NA,NA,,N,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus crus-galli var. crus-galli,Crataegus,Crataegus crus-galli,var.,crus-galli,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus cupressocollina,Crataegus,Crataegus cupressocollina,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus dodgei,Crataegus,Crataegus dodgei,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus douglasii,Crataegus,Crataegus douglasii,NA,NA,G5,NNR,"AK(SNR), CA(SNR), ID(SNR), MI(SNR), MN(SNR), MT(SNR), ND(SNR), OR(SNR), SD(SNR), UT(SNR), WA(SNR), WI(SNR), WY(SNR)","AB(SNR), BC(S5), ON(SNR), SK(SNR)",,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus enderbyensis,Crataegus,Crataegus enderbyensis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus flabellata,Crataegus,Crataegus flabellata,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus florifera,Crataegus,Crataegus florifera,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus fluviatilis,Crataegus,Crataegus fluviatilis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus formosa,Crataegus,Crataegus formosa,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus gaylussacia,Crataegus,Crataegus gaylussacia,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus holmesiana,Crataegus,Crataegus holmesiana,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus intricata,Crataegus,Crataegus intricata,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus irrasa,Crataegus,Crataegus irrasa,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus jesupii,Crataegus,Crataegus jesupii,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus jonesiae,Crataegus,Crataegus jonesiae,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus knieskerniana,Crataegus,Crataegus knieskerniana,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus laevigata,Crataegus,Crataegus laevigata,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus lemingtonensis,Crataegus,Crataegus lemingtonensis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus lumaria,Crataegus,Crataegus lumaria,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus macracantha,Crataegus,Crataegus macracantha,NA,NA,G5,N5,"KY(SNR), MN(SNR), MT(S4?), VT(S4S5), WY(S3)","AB(S1), BC(S3), MB(SNR), NB(SU), ON(S5), QC(S3), SK(SNR)",,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus macrosperma,Crataegus,Crataegus macrosperma,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus magniflora,Crataegus,Crataegus magniflora,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus margarettae,Crataegus,Crataegus margarettae,NA,NA,NA,NA,NA,NA,,N,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus margarettae var. angustifolia,Crataegus,Crataegus margarettae,var.,angustifolia,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus margarettae var. margarettae,Crataegus,Crataegus margarettae,var.,margarettae,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus mollis,Crataegus,Crataegus mollis,NA,NA,NA,NA,NA,NA,,N,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus mollis var. incisifolia,Crataegus,Crataegus mollis,var.,incisifolia,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus mollis var. mollis,Crataegus,Crataegus mollis,var.,mollis,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus nitidula,Crataegus,Crataegus nitidula,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus okanaganensis,Crataegus,Crataegus okanaganensis,NA,NA,NA,NA,NA,NA,,N,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus okanaganensis var. okanaganensis,Crataegus,Crataegus okanaganensis,var.,okanaganensis,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus okanaganensis var. wellsii,Crataegus,Crataegus okanaganensis,var.,wellsii,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus okennonii,Crataegus,Crataegus okennonii,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus orbicularis,Crataegus,Crataegus orbicularis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus pennsylvanica,Crataegus,Crataegus pennsylvanica,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus perjucunda,Crataegus,Crataegus perjucunda,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus persimilis,Crataegus,Crataegus persimilis,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus phippsii,Crataegus,Crataegus phippsii,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus populnea,Crataegus,Crataegus populnea,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
Hawthorn,Crataegus prona,Crataegus,Crataegus prona,NA,NA,NA,NA,NA,NA,,Y,Y,Y,berries edible,Y,Food,Forest Resources,NA,Fruits,Forest Resources,,NA,NA,NA,NA,,,,,,,,,,,CANADENSYS 2021,,Kuhnlein and Turner 2020
